STUDY_ID,INCLUDE,X1,bibtype,abstract,author,isbn,journal,keywords,pages,title,url,volume,year,number,annote,doi,edition,language,pmid,ROUND1INC,ROUND1REV,ROUND2INC,ROUND2REV,REVIEWERS,FT_REV,DOWNLOADED,REASON,NOTES
5361,MAYBE,Dolejska2012,Article,"Objective: The aim of this study was to investigate the molecular epidemiology of extended-spectrum beta-lactamase (ESBL)-producing Enterobacteriaceae in a children oncological clinic in the Czech Republic. Methods: From June 2009 to January 2010 a total of 51 ESBLproducing isolates were obtained from rectal swab samples of thirty patients. Further characterization with regard to ESBL enzymes, plasmid-mediated quinolone-resistance genes (PMQR), multilocus sequence types (MLST) and plasmids was performed. Results: ESBL-producing strains were identified as Klebsiella pneumoniae (36), Escherichia coli (7), K. oxytoca (3), Enterobacter cloacae (3) and Citrobacter freundii (2). K. pneumoniae isolates belonged to seven MLST: 280, 321, 323, 419 and novel types 626, 627, 628. The multiresistant highly virulent epidemic E. coli O25b-ST131 clone was detected in one patient. The gene blaCTX-M-15 was found on large conjugative FIIK plasmids, considered as virulence plasmids specific for Klebsiella spp., along with blaTEM-1b, blaOXA-1, qnrB1, aac(6)-Ib-cr, strA, sul2, aac(3)-II and tetA in most isolates including the O25b-ST131 clone. Sequences of copA gene of all FIIK plasmids were identical and showed the allele type 6. Conclusion: Spreading of particular clones among patients and dissemination of FIIK plasmids among bacterial species were considered to be likely involved in the ESBL bacteria infections in the clinic. This is the first study documenting these multiple antibiotic resistance elements on FIIK plasmids in different bacterial species, highlighting the evolution of IncF plasmids into new variants containing novel antibiotic resistance elements and their important role in spreading ESBL-producing bacteria among diseased children.",M Dolejska and E Brhelova and H Dobiasova and J Jurankova and A Sevcikova and M Vavrina and L Dubska and I Literak and A Cizek and J Sterba,1198-743X,Clinical Microbiology and Infection,"Citrobacter freundii,Czech Republic,Enterobacter cloacae,Enterobacteriaceae,Escherichia coli,Klebsiella,Klebsiella pneumoniae,allele,antibiotic resistance,bacterial infection,bacterium,cephalosporin derivative,child,clone,enzyme,epidemic,extended spectrum beta lactamase,extended spectrum beta lactamase producing Enterob,gene,hospital,human,infection,microbiology,molecular epidemiology,patient,plasmid,quinolone,quinolone derivative,species,trientine,virulence",346,{IncFIIK plasmids conferring resistance to cephalosporins and fluoroquinolones among Enterobacteriaceae from patients hospitalised in a children's oncological clinic},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L70823068 http://dx.doi.org/10.1111/j.1469-0691.2012.03802.x http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=1198743X{\&}id=doi:10.1111{\%}2Fj.1469-0691.2012.03802.x{\&}atitle=I,18,2012,NA,NA,NA,NA,NA,NA,YES,Brooke,NO,Ayomide,Allison,Zach,no,could not find full-text,
5430,YES,Dortet2013,Article,This clinical case reports the emergence of a daptomycin-resistant Staphylococcus aureus isolate during daptomycin treatment in a patient with right-sided infective endocarditis who had never been treated with vancomycin. {\textcopyright} 2013 International Society for Infectious Diseases.,L Dortet and N Anguel and N Fortineau and C Richard and P Nordmann,"1201-9712
1878-3511",Int J Infect Dis,",*Drug Resistance,Anti-Bacterial Agents/pharmacology/*therapeutic us,Aspergillus,Bacterial,Bacterial/diagnosis/*drug therapy,Daptomycin resistance,Daptomycin/pharmacology/*therapeutic use,Endocarditis,Female,Humans,Methicillin-Resistant Staphylococcus aureus/*drug,Methicillin-resistant Staphylococcus aureus,Microbial Sensitivity Tests,Middle Aged,Multiple,Septicemia,Staphylococcal Infections/diagnosis/*drug therapy,adult,aminoglycoside,amoxicillin plus clavulanic acid,antibiotic resistance,article,artificial ventilation,bacterial endocarditis,case report,catheter infection,chloramphenicol,chronic obstructive lung disease,continuous infusion,cotrimoxazole,daptomycin,female,fusidic acid,gentamicin,human,hypovolemia,intensive care unit,levofloxacin,linezolid,lung lavage,methicillin resistant Staphylococcus aureus infect,minimum inhibitory concentration,pneumonia,rifampicin,tetracycline,treatment duration,vancomycin,voriconazole",1076--1077,{In vivo acquired daptomycin resistance during treatment of methicillin-resistant Staphylococcus aureus endocarditis},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L52528498 http://dx.doi.org/10.1016/j.ijid.2013.02.019 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=12019712{\&}id=doi:10.1016{\%}2Fj.ijid.2013.02.019{\&}atitle=In+vivo+acqui,17,2013,11,"From Duplicate 1 (In vivo acquired daptomycin resistance during treatment of methicillin-resistant Staphylococcus aureus endocarditis - Dortet, L; Anguel, N; Fortineau, N; Richard, C; Nordmann, P)

1878-3511
Dortet, Laurent
Anguel, Nadia
Fortineau, Nicolas
Richard, Christian
Nordmann, Patrice
Case Reports
Journal Article
Research Support, Non-U.S. Gov't
Canada
Int J Infect Dis. 2013 Nov;17(11):e1076-7. doi: 10.1016/j.ijid.2013.02.019. Epub 2013 Apr 9.",10.1016/j.ijid.2013.02.019,4/13/2013,eng,23578850,MAYBE,Cale,NO,Mushtaq,Ayomide,Zach,yes,,
5774,YES,El-Herte2012,Article,Carbapenem resistance has been encountered globally with poor outcome of infected patients. NDM-1 (New Delhi metallo-beta-lactamase) gene containing organisms have emerged and are now spreading in all continents. This is the first report of Iraqi patients referred to Lebanon from whom carbapenem resistant Enterobacteriaceae were recovered. The genes involved in carbapenem resistance were bla-OXA-48 and the novel NDM-1. This report highlights the alarming introduction of such resistance among Enterobacteriaecae to this country.,R I El-Herte and G F Araj and G M Matar and M Baroud and Z A Kanafani and S S Kanj,1972-2680,J Infect Dev Ctries,"*beta-Lactam Resistance,Anti-Bacterial Agents/pharmacology,Carbapenems/*pharmacology,DNA, Bacterial/genetics,Escherichia coli Infections/*microbiology,Escherichia coli/*enzymology/genetics/isolation {\&},Genes, Bacterial,Humans,Klebsiella Infections/*microbiology,Klebsiella pneumoniae/*enzymology/genetics/isolati,Lebanon,beta-Lactamases/genetics/*secretion",457--461,{Detection of carbapenem-resistant Escherichia coli and Klebsiella pneumoniae producing NDM-1 in Lebanon},NA,6,2012,5,"1972-2680
El-Herte, Rima I
Araj, George F
Matar, Ghassan M
Baroud, Maysa
Kanafani, Zeina A
Kanj, Souha S
Case Reports
Journal Article
Italy
J Infect Dev Ctries. 2012 May 14;6(5):457-61.",NA,5/23/2012,eng,22610714,YES,Cale,NO,Mushtaq,Zach,Zach,yes,,
5879,MAYBE,Endimiani2011,Article,"Linezolid (LZD)-resistant Staphylococcus aureus (LRSA) isolates were monitored from 2000 to 2009 in Cleveland, OH. LRSA first emerged in 2004 only in cystic fibrosis (CF) patients, with 11 LRSA-infected CF patients being identified by 2009. LRSA was isolated from 8 of 77 CF patients with S. aureus respiratory tract infection treated with LZD from 2000 to 2006. Analysis of clinical data showed that the 8 CF patients with LRSA received more LZD courses (18.8 versus 5.9; P = 0.001) for a longer duration (546.5 versus 211.9 days; P {\textless} 0.001) and had extended periods of exposure to LZD (83.1 versus 30.1 days/year; P {\textless} 0.001) than the 69 with LZD-susceptible isolates. Five LRSA isolates included in the clinical analysis (2000 to 2006) and three collected in 2009 were available for molecular studies. Genotyping by repetitive extrapalindromic PCR and pulsed-field gel electrophoresis revealed that seven of these eight LRSA strains from unique patients were genetically similar. By multilocus sequence typing, all LRSA isolates were included in clonal complex 5 (seven of sequence type 5 [ST5] and one of ST1788, a new single-locus variant of ST5). However, seven different variants were identified by spa typing. According to the Escherichia coli numbering system, seven LRSA isolates contained a G2576T mutation (G2603T, S. aureus numbering) in one to four of the five copies of domain V of the 23S rRNA genes. One strain also contained a mutation (C2461T, E. coli numbering) not previously reported. Two strains, including one without domain V mutations, possessed single amino acid substitutions (Gly152Asp or Gly139Arg) in the ribosomal protein L3 of the peptidyltransferase center, substitutions not previously reported in clinical isolates. Emergence of LRSA is a serious concern for CF patients who undergo prolonged courses of LZD therapy. Copyright {\textcopyright} 2011, American Society for Microbiology. All Rights Reserved.",A Endimiani and M Blackford and E C Dasenbrook and M D Reed and S Bajaksouszian and A M Hujer and S D Rudin and K M Hujer and V Perreten and L B Rice and M R Jacobs and M W Konstan and R A Bonomo,"0066-4804
1098-6596",Antimicrob Agents Chemother,",Acetamides/*therapeutic use,Adolescent,Adult,Anti-Infective Agents/*therapeutic use,Bacterial/genetics,Child,Cystic Fibrosis/*microbiology,Drug Resistance,Electrophoresis,Electrospray Ionization,Escherichia coli,Female,Gel,Humans,Linezolid,Male,Mass,Oxazolidinones/*therapeutic use,Polymerase Chain Reaction,Preschool,Pulsed-Field,Spectrometry,Staphylococcus aureus,Staphylococcus aureus/*drug effects/genetics/*path,Staphylococcus infection,United States,Young Adult,adult,amino acid substitution,antibiotic resistance,article,bacterial strain,bacterium isolation,controlled study,cystic fibrosis,female,gel electrophoresis,gene locus,genotype,human,linezolid,major clinical study,male,nonhuman,peptidyltransferase,priority journal,respiratory tract infection,ribosome RNA",1684--1692,"{Emergence of linezolid-resistant Staphylococcus aureus after prolonged treatment of cystic fibrosis patients in Cleveland, Ohio}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L361524272 http://dx.doi.org/10.1128/AAC.01308-10 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=00664804{\&}id=doi:10.1128{\%}2FAAC.01308-10{\&}atitle=Emergence+of+linezolid-r,55,2011,4,"From Duplicate 2 (Emergence of linezolid-resistant Staphylococcus aureus after prolonged treatment of cystic fibrosis patients in Cleveland, Ohio - Endimiani, A; Blackford, M; Dasenbrook, E C; Reed, M D; Bajaksouszian, S; Hujer, A M; Rudin, S D; Hujer, K M; Perreten, V; Rice, L B; Jacobs, M R; Konstan, M W; Bonomo, R A)

1098-6596
Endimiani, Andrea
Blackford, Martha
Dasenbrook, Elliot C
Reed, Michael D
Bajaksouszian, Saralee
Hujer, Andrea M
Rudin, Susan D
Hujer, Kristine M
Perreten, Vincent
Rice, Louis B
Jacobs, Michael R
Konstan, Michael W
Bonomo, Robert A
R01 AI063517-01/AI/NIAID NIH HHS/United States
P30 DK027651/DK/NIDDK NIH HHS/United States
P30-DK27651/DK/NIDDK NIH HHS/United States
R01 AI063517/AI/NIAID NIH HHS/United States
U10 HD031323/HD/NICHD NIH HHS/United States
5V10HD031323-15/HD/NICHD NIH HHS/United States
Journal Article
Research Support, N.I.H., Extramural
Research Support, Non-U.S. Gov't
Research Support, U.S. Gov't, Non-P.H.S.
United States
Antimicrob Agents Chemother. 2011 Apr;55(4):1684-92. doi: 10.1128/AAC.01308-10. Epub 2011 Jan 24.",10.1128/aac.01308-10,1/26/2011,eng,21263048,MAYBE,Brooke,NO,Erica,Zach,Zach,yes,,
5925,YES,Errecalde2013,Article,"We report the first case in Argentina of community-acquired methicillin-resistant Staphylococcus aureus with intermediate susceptibility to vancomycin and nonsusceptibility to daptomycin. CASE REPORT: A male patient with a history of chronic renal failure on hemodialysis and hip fracture osteosynthesis was admitted to hospital for persistent febrile syndrome following the displacement of the prosthesis by trauma. Blood cultures grew community-acquired methicillin-resistant Staphylococcus aureus. During treatment with vancomycin and daptomycin, a gradual increase in vancomycin MIC of 1 mug/ml (VSSA) to 2 mug/ml (h-VISA) and 4 mug/ml (VISA) was observed, as well as the emergence of non-susceptibility to daptomycin (MIC = 4 mug/ml). By suspending vancomycin and daptomycin, the strain reversed to the susceptible phenotype to both drugs. It is mandatory to evaluate by MIC the susceptibility to vancomycin and daptomycin during treatment when these drugs are used as therapy.",L Errecalde and P Ceriana and P Gagetti and M Erbin and A Duarte and J Rolon M and D Cuatz and A Corso and S Kaufman,"0325-7541 (Print)
0325-7541",Rev Argent Microbiol,"Argentina,Community-Acquired Infections/*microbiology,Daptomycin/*pharmacology,Humans,Male,Methicillin-Resistant Staphylococcus aureus/*drug,Microbial Sensitivity Tests,Vancomycin/*pharmacology,Young Adult,purification",99--103,{[First isolation in Argentina of community-acquired methicillin-resistant Staphylococcus aureus with intermediate susceptibility to vancomycin and nonsusceptibility to daptomycin]},NA,45,2013,2,"Errecalde, Laura
Ceriana, Paola
Gagetti, Paula
Erbin, Mariana
Duarte, Andrea
J Rolon, Maria
Cuatz, Daniel
Corso, Alejandra
Kaufman, Sara
Case Reports
English Abstract
Journal Article
Argentina
Rev Argent Microbiol. 2013 Apr-Jun;45(2):99-103.",NA,7/24/2013,spa,23876272,YES,Brooke,YES,Erica,Erica,Zach,no,could not get full-text in English,
5960,MAYBE,Espinal2013,Article,"A carbapenem-resistant Acinetobacter baumannii clinical isolate belonging to European clone II and sequence type 2 was recovered from a patient in the Son Espases hospital in Mallorca, Spain. Genetic analysis showed the presence of the bla(OXA-23) gene in association with the widely disseminated transposon Tn2006. This is the first reported identification of A. baumannii carrying bla(OXA-23) in Spain.",P Espinal and M D Macia and I Roca and E Gato and E Ruiz and F Fernandez-Cuenca and A Oliver and J Rodriguez-Bano and G Bou and M Tomas and J Vila,0066-4804,Antimicrob Agents Chemother,"*Chromosomes, Bacterial,*DNA Transposable Elements,Acinetobacter Infections/drug therapy/*microbiolog,Acinetobacter baumannii/drug effects/*genetics/iso,Anti-Bacterial Agents/pharmacology/therapeutic use,Bacterial Typing Techniques,Carbapenems/pharmacology/therapeutic use,Electrophoresis, Gel, Pulsed-Field,Humans,Male,Microbial Sensitivity Tests,Middle Aged,Spain,beta-Lactam Resistance/*genetics,beta-Lactamases/*genetics",589--591,{First report of an OXA-23 carbapenemase-producing Acinetobacter baumannii clinical isolate related to Tn2006 in Spain},NA,57,2013,1,"1098-6596
Espinal, P
Macia, M D
Roca, I
Gato, E
Ruiz, E
Fernandez-Cuenca, F
Oliver, A
Rodriguez-Bano, J
Bou, G
Tomas, M
Vila, J
Case Reports
Journal Article
Research Support, Non-U.S. Gov't
United States
Antimicrob Agents Chemother. 2013 Jan;57(1):589-91. doi: 10.1128/AAC.01157-12. Epub 2012 Oct 15.",10.1128/aac.01157-12,10/17/2012,eng,23070166,YES,Cale,MAYBE,Mushtaq,Mushtaq,Zach,yes,,
6058,MAYBE,Fakih2014,Article,"INTRODUCTION: Mycobacterium fortuitumsternal wound infection following cardiac surgery is a rare occurrence but has considerable morbidity because of emergence of resistant strains. We present a patient who was successfully treated for sternal wound infection caused by a Clarithromycin resistant M. fortuitum (CRMF). CASE PRESENTATION: A 62-year-old male with history of dyslipidemia, hypertension, asthma, and nicotine dependence underwent coronary artery bypass grafting and left ventricular aneurysmorrhaphy after having myocardial infarction. He developed a small wound at the cephalic end of the sternotomy scar draining thick, brown, odorless discharge three weeks postoperatively. He was immediately taken to the operating room for debridement of a track which was noticed extending from the cephalic end. No organisms were seen on direct staining but after two days, many acid fast bacilli were identified in the aerobic culture. Patient's empirical antibiotics were switched to clarithromycin, levofloxacin and linezolid. Two weeks after discharge, the organism was identified as Mycobacterium fortuitum by High Performance Liquid Chromatography (HPLC) with resistance to clarithromycin and sulfamethoxazole/trimethoprim (TMP/SMZ). With a six month course of levofloxacin and doxycycline, the patient had an excellent recovery including wound closure. No recurrence was noted during two years of follow-up. DISCUSSION: Infection due to M. fortuitum is often resistant to all the standard anti-tuberculosis drugs, but clarithromycin, TMP/SMZ, doxycycline, and ciprofloxacin are usually recommended in combination according to in the vitro sensitivity data. Many M. fortuitum used to be susceptible to clarithromycin, but studies have shown that all isolates of M. fortuitum contain an erythromycin methylase gene, erm, which may induce macrolide resistance and contribute in an emergence of clarithromycin resistant strains. Consequently combination therapy is recommended for M. fortuitum with at least two susceptible medications in the era of emerging CRMF. CONCLUSIONS: A high index of suspicion based on clinical presentation is essential to diagnose Clarithromycin resistant M. fortuitum (CRMF) post cardiac surgery sternal infection for proper long term therapy. Beside surgical debridement appropriate blend of antibiotics based on sensitivity will ensure complete healing and prevent recurrence.",H A M Fakih and S Ahmad and E Elueze,0012-3692,Chest,"Mycobacterium,Mycobacterium fortuitum,acid fast bacterium,antibiotic agent,asthma,ciprofloxacin,clarithromycin,coronary artery bypass graft,cotrimoxazole,debridement,doxycycline,drug therapy,dyslipidemia,erythromycin,follow up,gene,healing,heart infarction,heart surgery,high performance liquid chromatography,human,hypertension,infection,levofloxacin,linezolid,long term care,macrolide,male,methyltransferase,morbidity,operating room,organisms,patient,scar,staining,sternotomy,therapy,tobacco dependence,tuberculosis,wound,wound closure,wound infection",NA,{Emerging clarithromycin resistant mycobacterium fortuitum in post cardiac surgery sternal wound infection},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L71780482 http://dx.doi.org/10.1378/chest.1993853 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=00123692{\&}id=doi:10.1378{\%}2Fchest.1993853{\&}atitle=Emerging+clarithromycin,146,2014,4,NA,NA,NA,NA,NA,YES,Erica,NO,Mushtaq,Ayomide,Zach,no,could not find full-text,
6103,YES,Fallahi2007,Article,"OBJECTIVE: Helicobacter pylori is considered as an important etiologic factor in pathogenesis of peptic ulcer disease, chronic gastritis and gastric cancer. To eradicate this micro-organism, numerous regimens containing various antimicrobial agents have been suggested. However, H pylori antimicrobial resistance is a leading factor to treatment failure and recurrence of the disease. The aim of the study was to evaluate the prevalence of H pylori resistance to metronidazole, clarithromycin, tetracycline, amoxicillin, erythromycin and furazolidone in authors pediatric patients. METHODS: Antral biopsy of all pediatric patients with negative history of receiving anti-H pylori regimen and endoscopic findings of nodular gastritis or peptic ulcer without previous history of NSAID consumption, burning and trauma were performed for H pylori histology, urease test and culture. All positive cultures were tested for antimicrobial susceptibility. RESULTS: Twenty four patients (14 male and 10 female) between 3.5 and 14 years of age were culture positive. 54.16{\%} of the isolates were resistant to metronidazole, 8.33{\%} to amoxicillin, 4.16{\%} to erythromycin and 4.16{\%} to clarithromycin. None of authors patients were resistant to tetracycline and furazolidone. CONCLUSION: H. pylori antimicrobial resistance could be a major contributor to failure of H pylori eradication. Continuous prospective surveillance of H. Pylori is essential. Moreover, culture and antimicrobial susceptibility test is recommended for resistant cases after the first failure to therapy.",G H Fallahi and S Maleknejad,0019-5456,Indian J Pediatr,"*Drug Resistance, Bacterial,Adolescent,Anti-Bacterial Agents/*pharmacology/therapeutic us,Biopsy, Needle,Child,Child, Preschool,Dyspepsia/diagnosis/etiology,Female,Follow-Up Studies,Gastroscopy,Helicobacter Infections/*diagnosis/*drug therapy,Helicobacter pylori/*drug effects/isolation {\&} puri,Humans,Immunohistochemistry,Male,Metronidazole/*pharmacology/therapeutic use,Microbial Sensitivity Tests,Probability,Prospective Studies,Risk Assessment,Sensitivity and Specificity",127--130,{Helicobacter pylori culture and antimicrobial resistance in Iran},NA,74,2007,2,"0973-7693
Fallahi, Gholam-Hossein
Maleknejad, Shohreh
Journal Article
India
Indian J Pediatr. 2007 Feb;74(2):127-30.",NA,3/6/2007,eng,17337822,MAYBE,Cale,YES,Nchedo,Nchedo,Zach,yes,,
6194,MAYBE,Farshadzadeh2015,Article,"Antimicrobial resistance in carbapenem non-susceptible Acinetobacter baumannii (CNSAb) is a major public health concern globally. This study determined the antibiotic resistance and molecular epidemiology of CNSAb isolates from a referral burn center in Tehran, Iran. Sixty-nine CNSAb isolates were tested for susceptibility to antimicrobial agents using the E test methodology. Multiple locus variable number tandem repeat analysis (MLVA), Multilocus sequence typing (MLST) and multiplex PCR were performed. PCR assays tested for ambler classes A, B, and D $\beta$-lactamases. Detection of ISAba1, characterization of integrons, and biofilm formation were investigated. Fifty-three (77{\%}) isolates revealed XDR phenotypes. High prevalence of blaOXA-23-like (88{\%}) and blaPER-1 (54{\%}) were detected. ISAba1 was detected upstream of blaADC, blaOXA-23-like and blaOXA51-like genes in, 97, 42, and 26{\%} of isolates, respectively. Thirty-one (45{\%}) isolates were assigned to international clone (IC) variants. MLVA identified 56 distinct types with six clusters and 53 singleton genotypes. Forty previously known MLST sequence types forming 5 clonal complexes were identified. The Class 1 integron (class 1 integrons) gene was identified in 84{\%} of the isolates. The most prevalent (33{\%}) cassette combination was aacA4-catB8-aadA1. The IC variants were predominant in the A. baumannii lineage with the ability to form strong biofilms. The XDR-CNSAb from burned patients in Iran is resistant to various antimicrobials, including tigecycline. This study shows wide genetic diversity in CNSAb. Integrating the new Iranian A. baumannii IC variants into the epidemiologic clonal and susceptibility profile databases can help effective global control measures against the XDR-CNSAb pandemic.",Z Farshadzadeh and F B Hashemi and S Rahimi and B Pourakbari and D Esmaeili and M A Haghighi and A Majidpour and S Shojaa and M Rahmani and S Gharesi and M Aziemzadeh and A Bahador,1664-302X,Frontiers in Microbiology,"Acinetobacter baumannii,Iran,amikacin,antibiotic sensitivity,article,burn patient,carbapenem resistant Acinetobacter baumannii,cefepime,ceftazidime,ciprofloxacin,colistin,cotrimoxazole,gene cassette,genetic procedures,genetic variability,gentamicin,human,integron,levofloxacin,major clinical study,meropenem,minimum inhibitory concentration,minocycline,multilocus sequence typing,multiple locus variable number of tandem repeat an,multiplex polymerase chain reaction,nonhuman,phenotype,piperacillin,piperacillin plus tazobactam,prevalence,rifampicin,sultamicillin,tetracycline,tigecycline,tobramycin,variable number of tandem repeat",NA,{Wide distribution of carbapenem resistant Acinetobacter baumannii in burns patients in Iran},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L606835071 http://dx.doi.org/10.3389/fmicb.2015.01146 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=1664302X{\&}id=doi:10.3389{\%}2Ffmicb.2015.01146{\&}atitle=Wide+distributio,6,2015,OCT,NA,NA,NA,NA,NA,MAYBE,Jake,MAYBE,Brooke,Brooke,Zach,yes,,
6295,YES,FernandezGuerrero2013,Article,"Endocarditis due to Corynebacterium striatum has been rarely reported. A 78-year-old patient developed pacemaker endocarditis caused by multidrug-resistant C. striatum, complicated by vertebral osteomyelitis and epidural abscess. Daptomycin therapy successfully eradicated the bacteremia and metastatic infection. A review of the English literature on this emerging nosocomial, multidrug-resistant pathogen is included.",M L {Fernandez Guerrero} and I Robles and C {Nogales Mdel} and D Nuevo,"0966-8519 (Print)
0966-8519",J Heart Valve Dis,"*Corynebacterium Infections/diagnosis/drug therapy,*Corynebacterium/classification/drug effects/isola,*Discitis/diagnostic imaging/drug therapy/etiology,*Endocarditis, Bacterial/diagnosis/drug therapy/et,*Epidural Abscess/diagnostic imaging/drug therapy/,Aged,Anti-Bacterial Agents/administration {\&} dosage,Cross Infection,Daptomycin/*administration {\&} dosage,Drug Resistance, Multiple, Bacterial,Humans,Male,Pacemaker, Artificial/*adverse effects,Radiography,Thoracic Vertebrae/diagnostic imaging,Treatment Outcome",428--430,{Corynebacterium striatum: an emerging nosocomial drug-resistant endocardial pathogen},NA,22,2013,3,"Fernandez Guerrero, Manuel L
Robles, Ignacio
Nogales, Maria del Carmen
Nuevo, Debora
Case Reports
Journal Article
England
J Heart Valve Dis. 2013 May;22(3):428-30.",NA,10/25/2013,eng,24151771,YES,Cale,YES,Nchedo,Nchedo,Zach,no,could not get full-text access through Emory,
6454,YES,FitzGerald2015,Article,"Here, we report a case of non-toxigenic Corynebacterium diphtheriae in a previously healthy 14-year-old girl that was acquired in Ethiopia and presented locally. This is the first clinical case of penicillin-resistant C. diphtheriae in the UK. This is significant finding because penicillin is the recommended first-line agent for the prophylaxis against and treatment of C. diphtheriae in patients who are not allergic to penicillin.",R P FitzGerald and A J Rosser and D N Perera,1876-0341,Journal of Infection and Public Health,",*Penicillin Resistance,Adolescent,Anti-Bacterial Agents/therapeutic use,Bacterial/drug therapy/*microbiolog,Corynebacterium diphtheriae,Corynebacterium diphtheriae/*isolation {\&} purificat,Diphtheria/drug therapy/*microbiology,Ethiopia,Female,Gram staining,Humans,Non-toxigenic,Penicillin resistant,Penicillins/therapeutic use,Skin Diseases,Streptococcus group A,adolescent,antibiotic agent,antibiotic resistance,antibiotic sensitivity,antibiotic therapy,article,azithromycin,bacterial skin disease,bacterial strain,bacterium colony,bacterium culture,bacterium isolation,case report,differential diagnosis,diphtheria,drug substitution,drug withdrawal,environmental exposure,erythromycin,family history,female,flucloxacillin,human,infection control,leg pain,medical history,nausea and vomiting,non toxigenic Corynebacterium diphtheriae infectio,pain,penicillin G,priority journal,skin ulcer,travel,treatment duration,treatment refusal,vomiting,wound infection",98--100,{Non-toxigenic penicillin-resistant cutaneous C. diphtheriae infection: a case report and review of the literature},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L53237910 http://dx.doi.org/10.1016/j.jiph.2014.05.006 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=1876035X{\&}id=doi:10.1016{\%}2Fj.jiph.2014.05.006{\&}atitle=Non-toxigenic,8,2015,1,"From Duplicate 1 (Non-toxigenic penicillin-resistant cutaneous C. diphtheriae infection: a case report and review of the literature - FitzGerald, R P; Rosser, A J; Perera, D N)

1876-035x
FitzGerald, Rosemarie Philippa
Rosser, Andrew J
Perera, Dona Nelun
Case Reports
Journal Article
Review
England
J Infect Public Health. 2015 Jan-Feb;8(1):98-100. doi: 10.1016/j.jiph.2014.05.006. Epub 2014 Jul 12.",10.1016/j.jiph.2014.05.006,7/17/2014,eng,25027172,YES,Cale,YES,Erica,Erica,Zach,yes,,
