STUDY_ID,INCLUDE,X1,bibtype,abstract,author,isbn,journal,keywords,pages,title,url,volume,year,number,annote,doi,edition,language,pmid,ROUND1INC,ROUND1REV,ROUND2INC,ROUND2REV,REVIEWERS,FT_REV,DOWNLOADED

16191,MAYBE,Paulo2015,Article,"BACKGROUND-AIM Raoultella ornithinolytica was first described in 1989 by Sakazaki Et al. This bacterium is a gram-negative encapsulated aerobic bacillus belonging to family Enterobacteriaceae that is found in aquatic environments. It has the ability to convert histidine to histamine so the infection with this microorganism causes lesions of redness and flushing of the skin. There are only a few reports of human infection by R. ornithinolytica in the literature. METHODS A 33-year-old caucasian male came to our ER due to extensive edema and redness in the left hand after trauma, also presenting fever (38,6ëçC). The patient's medical history is very important because he is haemophilic, hepatitis C positive and has a drug addiction background. The CT scan showed difused edema of the subcutaneous cellular tissue without signs of fracture or necrosis. RESULTS The collection of a sample of pus, cultures and then identification with Vitek 2 System ( BioM{\'{e}}rieux, France), made possible to isolate Raoutella ornythinolytica resistant to Ampicillin and sensible to Amoxicillin + Clavulanic acid, Cefuroxime, Gentamicin and Ciprofloxacin. Flucloxacillin empirical antimicrobial therapy was then switched to amoxicilin + clavulanic acid for 13 days. After the patient presented a new episode of fever we made new cultures that provided the isolation of Enterobacter cloacae sp resistant to Ampicillin, Amoxicillin + Clavulanic acid and sensible to Cefuroxime, Gentamicin and Ciprofloxacin. There was a good clinical evolution with antibiotic treatment and local care of the lesion, and his analytical status significantly improved: white blood cell count of 7,7Õ‹10 9/L, hemoglobin of 12,6 g/dL, platelet count of 226000Õ‹10 9/L, serum sodium of 142 mEq/L, potassium of 5.3 mEq/L, urea of 40 mEq/L, and creatinine of 0,61 mg/dL. C-reactive protein levels were 0,76 mg/L. CONCLUSION This case emphasizes the importance of a good clinical interrogation, with extensive epidemiological questions. This patient denied all our questions regarding actual drug abuse but we consider possible that he may continue this habits possible using contaminated water.",S Paulo and F Carrega and L Porto and A Gama and P Amantegui and S Almeida and M C Faria,1434-6621,Clinical Chemistry and Laboratory Medicine,"Bacillus,C reactive protein,Caucasian,Enterobacter cloacae,Enterobacteriaceae,European,France,Raoultella,amoxicillin,ampicillin,antibiotic therapy,antimicrobial therapy,aquatic environment,case report,cefuroxime,ciprofloxacin,clavulanic acid,clinical chemistry,computer assisted tomography,creatinine,drug abuse,drug dependence,edema,fever,flucloxacillin,fracture,gentamicin,habit,hand,hemoglobin,hepatitis C,histamine,histidine,human,infection,injury,laboratory,leukocyte count,male,medical history,microorganism,necrosis,patient,potassium,pus,skin,sodium blood level,thrombocyte count,tissues,urea,water",S1274,{Raoultella ornithinolytica-a human infection case report},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L71911562 http://dx.doi.org/10.1515/cclm-2015-5033 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=14346621{\&}id=doi:10.1515{\%}2Fcclm-2015-5033{\&}atitle=Raoultella+ornithinol,53,2015,NA,NA,NA,NA,NA,NA,MAYBE,Jake,NO,Mushtaq,Allison,Ayomide,no


14062,MAYBE,Mishra2013b,Article,"BACKGROUND: Infections caused by bacteria such as multidrug resistant (MDR) Acinetobacter spp. and methicillin-resistant Staphylococcus aureus (MRSA) constitute a worldwide pandemic. Without gathering information about these strains, we cannot reduce the morbidity and mortality due to infections caused by these notorious bugs. METHODS: This study was conducted to identify the status of MDR Acinetobacter spp. and MRSA in a tertiary care centre of Nepal. Sputum, endotracheal aspirate and bronchial washing specimens were collected and processed from patients suspected of lower respiratory tract infection following standard microbiological methods recommended by the American Society for Microbiology (ASM). Double disk synergy test method was employed for the detection of extended-spectrum beta-lactamase (ESBL) in Acinetobacter isolates. Methicillin resistance in S. aureus was confirmed by using cefoxitin and oxacillin disks. RESULTS: Different genomespecies of Acinetobacter were isolated; these consisted of Acinetobacter calcoaceticus baumannii complex and A. lwoffii. Around 95{\%} of Acinetobacter isolates were MDR, while 12.9{\%} were ESBL-producer. Of the total 33 isolates of S. aureus, 26 (78.8{\%}) were MDR and 14 (42.4{\%}) were methicillin resistant. CONCLUSIONS: A large number of MDR Acinetobacter spp. and MRSA has been noted in this study. The condition is worsened by the emergence of ESBL producing Acinetobacter spp. Hence, judicious use of antimicrobials is mandatory in clinical settings. Moreover, there should be vigilant surveillance of resistant clones in laboratories.",S K Mishra and B P Rijal and B M Pokhrel,1756-0500,BMC Res Notes,"*Drug Resistance, Bacterial,*Drug Resistance, Multiple,Acinetobacter baumannii/*drug effects,Anti-Bacterial Agents/*pharmacology,Humans,Methicillin-Resistant Staphylococcus aureus/*drug,Microbial Sensitivity Tests,Nepal",98,{Emerging threat of multidrug resistant bugs--Acinetobacter calcoaceticus baumannii complex and methicillin resistant Staphylococcus aureus},NA,6,2013,NA,"1756-0500

Mishra, Shyam Kumar

Rijal, Basista Prasad

Pokhrel, Bharat Mani

Journal Article

Research Support, Non-U.S. Gov't

England

BMC Res Notes. 2013 Mar 15;6:98. doi: 10.1186/1756-0500-6-98.",10.1186/1756-0500-6-98,3/19/13,eng,23497675,YES,Melanie,NO,Mushtaq,Ayomide,Ayomide,yes


9323,MAYBE,Iosifidis2012,Article,"We present a polyclonal outbreak of vancomycin-resistant enterococci (VRE) colonization in a pediatric oncology department and the role of a bundle of actions. After the occurrence of VRE bloodstream infections in 2 patients, an active surveillance of VRE colonization was started. Enhanced infection control measures and closure of the department to new admissions for the first 3 months were implemented. Among 32 patients screened for VRE, 21 were found colonized. Daily prevalence of VRE colonization among hospitalized patients ranged from 40{\%} to 75{\%}, but no new VRE infections occurred. Monthly incidence of VRE colonization decreased from 2.5 to 0.6 cases per 100 occupied bed-days at the end of this outbreak by the implementation of the above-mentioned measures. All VRE isolates tested were Enterococcus faecium carrying VanA gene. Pulsed field gel electrophoresis showed a polyclonal outbreak. A case-control study did not show any particular risk factors for colonization. High use of glycopeptide was noted before study outbreak that was drastically decreased during the study but only temporarily. Control of VRE in pediatric oncology departments with high colonization rates is challenging and requires a multifaceted strategy. Polyclonal spread of VRE found in this study suggests a possible effect of prior antimicrobial overuse and the critical need for antimicrobial stewardship especially in the era of multidrug-resistant bacteria. Copyright {\textcopyright} 2012 by Lippincott Williams {\&}Wilkins.",E Iosifidis and K Karakoula and E Protonotariou and M Kaperoni and E Matapa and S Pournaras and D Koliouskas and D Sofianou and E Roilides,1077-4114,Journal of Pediatric Hematology/Oncology,",*Disease Outbreaks,*Vancomycin Resistance,Case-Control Studies,Child,Cross Infection/drug therapy/*epidemiology,Enterococcus faecium,Enterococcus faecium/*drug effects,Gram-Positive Bacterial Infections/drug therapy/*e,Humans,Medical Oncology,Retrospective Studies,adolescent,article,bacterial colonization,bloodstream infection,carbapenem,case control study,cephalosporin,child,childhood cancer,clindamycin,clinical article,daptomycin,female,glycopeptide,hospital patient,human,incidence,infant,infection control,linezolid,male,metronidazole,oncology,preschool child,prevalence,priority journal,pulsed field gel electrophoresis,risk factor,school child,teicoplanin,vancomycin,vancomycin resistant Enterococcus",511--516,{Polyclonal outbreak of vancomycin-resistant Enterococcus faecium in a pediatric oncology department},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L52026893 http://dx.doi.org/10.1097/MPH.0b013e318257a5d3 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10774114{\&}id=doi:10.1097{\%}2FMPH.0b013e318257a5d3{\&}atitle=Polyclona,34,2012,7,"From Duplicate 2 (Polyclonal outbreak of vancomycin-resistant Enterococcus faecium in a pediatric oncology department - Iosifidis, E; Karakoula, K; Protonotariou, E; Kaperoni, M; Matapa, E; Pournaras, S; Koliouskas, D; Sofianou, D; Roilides, E)

1536-3678
Iosifidis, Elias
Karakoula, Konstantina
Protonotariou, Efthimia
Kaperoni, Maria
Matapa, Eleftheria
Pournaras, Spyros
Koliouskas, Dimitrios
Sofianou, Danai
Roilides, Emmanuel
Journal Article
United States
J Pediatr Hematol Oncol. 2012 Oct;34(7):511-6.",10.1097/MPH.0b013e318257a5d3,5/26/12,eng,22627577,MAYBE,Cale,NO,Erica,Allison,Ayomide,no


7940,YES,Gupta2006,Article,"BACKGROUND AND OBJECTIVES: Carbapenems are beta-lactam antibiotics, presently considered as most potent agents for treating multi-drug resistant Gram-negative bacilli infections. In India carbapenems available for use are meropenem and imipenem, introduced recently. Resistance to these has been reported in a few bacteria especially Pseudomonas spp. We therefore retrospectively evaluated the antibiotic susceptibility pattern to these agents amongst various clinical isolates in a tertiary care hospital in north India. METHODS: In this study Gram-negative bacterial pathogens isolated from clinical samples were tested for extended spectrum beta lactamase (ESBL) production. All ESBL positive bacteria were tested for meropenem and imipenem activity pattern using NCCLS guidelines. A total of 2626 consecutively isolated Gram-negative bacteria, which tested positive for ESBL production by the double disk diffusion method, were included. RESULTS: The different bacteria isolated were Pseudomonas spp. 759, Acinetobacter spp. 676, Escherichia coli 569, Klebsiella spp. 343, Enterobacter spp. 150, Citrobacter spp. 57 and Proteus spp. 72. Overall resistance to meropenem was more (22.16{\%}) than imipenem (17.32{\%}). Maximum resistance was seen in Pseudomonas spp. M(R) 37.6 per cent, I(R) 30 per cent. In isolates from intensive care units (ICU) resistance to carbapenems was significantly higher than non-ICU patients. INTERPRETATION AND CONCLUSION: Resistance to meropenem and imipenem was seen in various clinical isolates of Gram-negative ESBL-positive bacteria. There is a need to alarm our clinicians for judicious use of antibiotics.",E Gupta and S Mohanty and S Sood and B Dhawan and B K Das and A Kapil,"0971-5916 (Print)
0971-5916",Indian J Med Res,"Anti-Bacterial Agents/*pharmacology,Drug Resistance, Bacterial,Gram-Negative Bacteria/*drug effects,Humans,Imipenem/*pharmacology,Microbial Sensitivity Tests,Thienamycins/*pharmacology,beta-Lactamases/biosynthesis",95--98,{Emerging resistance to carbapenems in a tertiary care hospital in north India},NA,124,2006,1,"Gupta, Ekta
Mohanty, Srujana
Sood, Seema
Dhawan, Benu
Das, Bimal K
Kapil, Arti
Journal Article
India
Indian J Med Res. 2006 Jul;124(1):95-8.",NA,8/24/06,eng,16926463,MAYBE,Cale,NO,Zach,Brooke,Ayomide,yes


7340,MAYBE,Girlich2015,Article,NA,D Girlich and P Nordmann and H LÕ©cuyer and P Berche and A Marmorat-Khuong and I Gros and G Cuzon and L Dortet and H Lecuyer and P Berche and A Marmorat-Khuong and I Gros and G Cuzon and L Dortet,0732-8893,Diagnostic Microbiology and Infectious Disease,",*Drug Resistance,Acinetobacter baumannii,Adult,Aged,Anti-Bacterial Agents/*pharmacology,Bacteria/classification/drug effects/enzymology/*i,Bacterial,Bacterial Infections/*microbiology,Bacterial Proteins/*secretion,Carbapenemase,Carrier State/*microbiology,Coinfection/microbiology,Enterococcus faecium,Female,Glycopeptides/*pharmacology,Humans,Kpc,Male,Multiple,Ndm,Oxa-48,Providencia,Pseudomonas aeruginosa,VanA positive glycopeptide resistant Enterococcus,Vim,adult,aged,amikacin,antibiotic resistance,bacterial colonization,bacterial infection,bacterium,bacterium examination,bacterium isolate,beta lactamase,beta lactamase OXA 1,beta lactamase OXA 9,beta lactamase SHV 1,beta lactamase TEM 1,beta-Lactamases/*secretion,bronchitis,carbapenemase,carbapenemase IMP 1,carbapenemase KPC 2,carbapenemase NDM 1,carbapenemase OXA 23,carbapenemase OXA 48,carbapenemase VIM 4,carbapenemase producing Acinetobacter baumannii,carbapenemase producing Enterobacteriaceae,carbapenemase producing Pseudomonas aeruginosa,case report,colistin,colistin resistant Providentia rettgeri,enzyme synthesis,extended spectrum beta lactamase,extended spectrum beta lactamase CTX M 15,extended spectrum beta lactamase SHV 12,extended spectrum beta lactamase producing Enterob,extended spectrum beta lactamase producing Klebsie,female,fluconazole,fosfomycin,glycopeptide resistant Enterococcus faecium,human,imipenem,letter,lung infection,male,metronidazole,mixed infection,multidrug resistance,nonhuman,piperacillin plus tazobactam,pneumonia,priority journal,pyelonephritis,unclassified drug",217--218,"{Multiple colonization with highly resistant bacteria: carbapenemase-producing Enterobacteriaceae, carbapenemase-producing Pseudomonas aeruginosa, carbapenemase-producing Acinetobacter baumannii, and glycopeptide-resistant Enterococcus faecium}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L601052010 http://dx.doi.org/10.1016/j.diagmicrobio.2014.12.002 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=18790070{\&}id=doi:10.1016{\%}2Fj.diagmicrobio.2014.12.002{\&}ati,81,2015,3,"From Duplicate 1 (Multiple colonization with highly resistant bacteria: carbapenemase-producing Enterobacteriaceae, carbapenemase-producing Pseudomonas aeruginosa, carbapenemase-producing Acinetobacter baumannii, and glycopeptide-resistant Enterococcus faecium - Girlich, D; Nordmann, P; Lecuyer, H; Berche, P; Marmorat-Khuong, A; Gros, I; Cuzon, G; Dortet, L)

1879-0070
Girlich, Delphine
Nordmann, Patrice
Lecuyer, Herve
Berche, Patrick
Marmorat-Khuong, Anne
Gros, Isabelle
Cuzon, Gaelle
Dortet, Laurent
Case Reports
Journal Article
Research Support, Non-U.S. Gov't
United States
Diagn Microbiol Infect Dis. 2015 Mar;81(3):217-8. doi: 10.1016/j.diagmicrobio.2014.12.002. Epub 2014 Dec 16.",10.1016/j.diagmicrobio.2014.12.002,12/31/14,eng,25547540,MAYBE,Cale,MAYBE,Erica,Erica,Ayomide,yes


6737,MAYBE,Fujioka2008,Article,"The information in this article was presented at the 37th Annual Meeting of the Japan Society of Burn, Nagoya, Japan, June 7-8, 2008. Alcaligenes xylosoxidans, a nonfermentative, Gram-negative rod often found in aqueous environments, has been isolated from respirators, incubators, and disinfectant solutions in the hospital environment. It is known to cause disease in immunocompromised (eg, burn) patients and represents a cross-contamination risk related to wound care. In the authors' burn unit, two patients, admitted with deep dermal burns during a 1-month time period, acquired serious A. xylosoxidans infections. The first involved A. xylosoxidans-associated cholecystitis in an adult with 32{\%} total body surface area (TBSA) burns and the second involved A. xylosoxidans meningitis in an adult with 30{\%} TBSA burns. Both patients received hydrotherapy (bathing) in the same bathing tub, one patient after the other. Culture from environmental sources isolated A. xylosoxidans from the bathing mattress. Bacterial analysis of the isolates, including antimicrobial susceptibility testing and pulsed-field gel electrophoresis, suggested the patients had been infected by the same strain - ie, cross-contaminated - probably during treatment of their burns. The isolated strains were resistant not only to broad-spectrum penicillins and cephalosporins, but also to imipenem, to which past A. xylosoxidans strains have been susceptible. These findings underscore the need for strict infection control to prevent cross-contamination and disease outbreak.",M Fujioka and K Oka and R Kitamura and A Yakabe and N Chikaaki,0889-5899,Ostomy Wound Management,",*Baths,*Burn Units,Aged,Alcaligenes,Alcaligenes/*isolation {\&} purification,Bacterial/complications/microbiology/*,Burns/complications/*therapy,Cholecystitis/complications/*microbiology,Cross Infection/complications/microbiology/*transm,Female,Gram negative infection,Gram-Negative Bacterial Infections/complications/m,Humans,Male,Meningitis,Tomography,X-Ray Computed,aged,bacterial meningitis,bath,burn,case report,cholecystitis,computer assisted tomography,conference paper,cross infection,disease transmission,female,human,isolation and purification,male,microbiology",48--53,{Alcaligenes xylosoxidans cholecystitis and meningitis acquired during bathing procedures in a burn unit: a case report},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L354130613 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=08895899{\&}id=doi:{\&}atitle=Alcaligenes+xylosoxidans+cholecystitis+and+meningitis+acquired+during+bathing+procedu,54,2008,12,"From Duplicate 1 (Alcaligenes xylosoxidans cholecystitis and meningitis acquired during bathing procedures in a burn unit: a case report - Fujioka, M; Oka, K; Kitamura, R; Yakabe, A; Chikaaki, N)

Fujioka, Masaki
Oka, Kiyoshi
Kitamura, Riko
Yakabe, Aka
Chikaaki, Nakamichi
Case Reports
Journal Article
United States
Ostomy Wound Manage. 2008 Dec;54(12):48-53.",NA,12/24/08,eng,19104123,YES,Brooke,NO,Nchedo,Mushtaq,Ayomide,yes

