STUDY_ID,INCLUDE,X1,bibtype,abstract,author,isbn,journal,keywords,pages,title,url,volume,year,number,annote,doi,edition,language,pmid,ROUND1INC,ROUND1REV,ROUND2INC,ROUND2REV,REVIEWERS,FT_REV,DOWNLOADED
9010,MAYBE,Hu2013,Article,"The emergence of NDM-1 has become established as a major public health threat and represents a new and major challenge in the treatment of infectious diseases. A total of 39 carbapenem-resistant Enterobacteriaceae isolates collected from patients receiving care at 5 teaching hospitals in Jiangxi province, central China, were analyzed for carriage of resistance genes, including blaNDM-1. Two carbapenem-resistant Klebsiella pneumoniae isolates (NC12 and NC18) were found to harbor blaNDM-1. In addition to blaNDM-1, NC12 also carried blaSHV-1, while NC18 harbored additional resistance genes, including blaSHV-12, blaCTX-M-14, armA and blaTEM-1. NC12 and NC18 belonged to ST15 and novel ST1031 and were clonally unrelated. Carbapenem resistance for NC12 could be transferred to Escherichia coli recipients through conjugation and chemical transformation, while carbapenem resistance for NC18 was only transferred to E. coli recipients by chemical transformation. The EcoR1-digested DNA pattern of plasmids from the transformants of NC12 was identical to that for NC18. Taken together, this is the first report of blaNDM-1 carriage by K. pneumoniae clinical isolates in mainland China, indicating that blaNDM-1 is disseminated among Enterobacteriaceae in China. Systemic surveillance should focus on the dissemination of blaNDM-1 among Gram-negative clinical isolates, especially some major clones, such as K. pneumoniae ST15 which is a major clone among CTX-M-15-producing isolates. {\textcopyright} 2013 Elsevier Inc.",L Hu and Q Zhong and J Tu and Y Xu and Z Qin and C Parsons and B Zhang and X Hu and L Wang and F Yu and J Pan,0732-8893,Diagnostic Microbiology and Infectious Disease,",*Molecular Typing,80 and over,Aged,Anti-Bacterial Agents/pharmacology,Bacterial,Carbapenems/pharmacology,China,China/epidemiology,Conjugation,Escherichia coli,Gene Transfer,Genetic,Genotype,Horizontal,Hospitals,Humans,Klebsiella Infections/epidemiology/*microbiology,Klebsiella pneumoniae,Klebsiella pneumoniae infection,Klebsiella pneumoniae/*classification/*enzymology/,Male,Teaching,Transformation,Young Adult,adult,aged,amikacin,ampicillin,antibiotic resistance,antibiotic sensitivity,article,aztreonam,bacterial gene,bacterium isolate,bacterium transformation,beta lactamase,beta lactamase NDM 1,beta lactamase SHV 1,beta lactamase SHV 12,beta lactamase TEM 1,beta lactamase ctx m 14,beta-Lactam Resistance,beta-Lactamases/*secretion,carbapenem,case report,cefepime,cefotaxime,cefoxitin,ceftazidime,ceftriaxone,ciprofloxacin,conjugation,cotrimoxazole,fosfomycin,gentamicin,human,imipenem,levofloxacin,linezolid,male,meropenem,methicillin resistant Staphylococcus aureus,minimum inhibitory concentration,nonhuman,piperacillin,piperacillin plus tazobactam,polymyxin B,priority journal,purification,teicoplanin,tigecycline,unclassified drug",373--376,{Emergence of blaNDM-1 among Klebsiella pneumoniae ST15 and novel ST1031 clinical isolates in China},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L52466920 http://dx.doi.org/10.1016/j.diagmicrobio.2013.01.006 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=07328893{\&}id=doi:10.1016{\%}2Fj.diagmicrobio.2013.01.006{\&}atit,75,2013,4,"From Duplicate 2 (Emergence of blaNDM-1 among Klebsiella pneumoniae ST15 and novel ST1031 clinical isolates in China - Hu, L; Zhong, Q; Tu, J; Xu, Y; Qin, Z; Parsons, C; Zhang, B; Hu, X; Wang, L; Yu, F; Pan, J)



1879-0070

Hu, Longhua

Zhong, Qiaoshi

Tu, Jinjing

Xu, Yuanyuan

Qin, Zhiqiang

Parsons, Chris

Zhang, Bailing

Hu, Xiaoyan

Wang, Liangxing

Yu, Fangyou

Pan, Jingye

Case Reports

Journal Article

United States

Diagn Microbiol Infect Dis. 2013 Apr;75(4):373-6. doi: 10.1016/j.diagmicrobio.2013.01.006. Epub 2013 Feb 28.",10.1016/j.diagmicrobio.2013.01.006,3/5/13,eng,23453788,MAYBE,Cale,NO,Ayomide,Zach,Zach_2,yes
9084,MAYBE,Huang2014f,Article,"This study reports the case of a 77-year-old, long-term, bedridden patient, with a nosocomial wound infection caused by a multidrug-resistant strain of Enterobacter aerogenes (E. aerogense). The isolate produced an Ambler-class A carbapenemase, which was demonstrated by the Modified Hodge test (MHT) and a confirmatory inhibition test. However, no known carbapenemase genes were discovered in this isolate by polymerase chain reactions (PCRs) with specific primers. New carbapenemase or other resistant mechanisms could be explored from the isolate of carbapenem-resistant E. aerogense, according to the revised criteria (CLSI, 2012). {\textcopyright} 2014 JMS.",Z Y Huang and J R Sun and S T Hsu and C M Yu and C L Perng and T S Chiueh,1011-4564,Journal of Medical Sciences (Taiwan),"Enterobacter aerogenes,Pseudomonas aeruginosa,Taiwan,acemycin,aged,amikacin,aminoglycoside,amoxicillin plus clavulanic acid,antibiotic sensitivity,antiinfective agent,article,aspiration pneumonia,augcin,augmentin,bacterium isolate,baktar,blood gas analysis,carbapenem resistant Enterobacteriaceae,carbapenemase producing Enterobacteriaceae,case report,cefalexin,cefazolin,cefepime,cefin,ceflexin,ceftriaxone,cilastatin plus imipenem,ciprofloxacin,ciproxin,confirmatory inhibition test,cotrimoxazole,decubitus,diagnostic test,disk diffusion,dyspnea,endotracheal tube,fever,hospital infection,human,imipenem,leukocytosis,linezolid,male,maxipime,mepem,meropenem,minimum inhibitory concentration,modified Hodge test,nonhuman,piperacillin plus tazobactam,polymerase chain reaction,sputum culture,tazocin,tienam,tracheostomy,unclassified drug,vanco,vancomycin,ventilator,veterin,wound,zyvox",44--48,{Chronological emergence of a class a carbapenemase-producing Enterobacter aerogenes in Taiwan},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L373155351 http://dx.doi.org/10.4103/1011-4564.129394 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10114564{\&}id=doi:10.4103{\%}2F1011-4564.129394{\&}atitle=Chronological+em,34,2014,1,NA,NA,NA,NA,NA,YES,Erica,MAYBE,Mushtaq,Mushtaq,Zach_2,yes
10081,YES,Kang-Birken2006,Article,"A 37-year-old Hispanic man with advanced acquired immunodeficiency syndrome developed extensive pulmonary disease with persistent cough, fever, night sweats, worsening dyspnea, and weight loss. Sputum samples showed scant growth of acid-fast bacilli. He failed to respond to the standard tuberculosis regimen of isoniazid, rifampin, ethambutol, and pyrazinamide. Subsequently, Mycobacterium szulgai was identified, and susceptibility tests showed it to be resistant to all four of those agents. Therapy was changed to clarithromycin, doxycycline, ciprofloxacin, and amikacin. Within 2 weeks, the patient's condition improved significantly, and 6 months after treatment, extensive pulmonary infiltrates had nearly resolved. Fewer than 1{\%} of all human isolates of mycobacteria consist of M. szulgai, which is relatively susceptible to standard antimycobacterial agents. To our knowledge, this is the first reported case of M. szulgai with resistance to all primary antituberculosis drugs.",S L Kang-Birken and J G Prichard,0277-0008,Pharmacotherapy,",*Drug Resistance,AIDS patient,AIDS-Related Opportunistic Infections/*drug therap,Adult,Anti-Bacterial Agents/*therapeutic use,Bacterial,Hiv-1,Humans,Male,Multiple,Mycobacterium Infections,Mycobacterium szulgai,Nontuberculous Mycobacteria/drug effects/isolation,Nontuberculous/*drug the,acquired immune deficiency syndrome,adult,amikacin,antibiotic sensitivity,antimycobacterial agent,article,case report,cefoxitin,ciprofloxacin,clarithromycin,clindamycin,cotrimoxazole,coughing,doxycycline,dyspnea,efavirenz,ethambutol,fever,human,imipenem,indinavir,isoniazid,lung disease,lung infiltrate,male,multidrug resistance,night sweat,primaquine,pyrazinamide,rifampicin,sputum analysis,streptomycin,treatment outcome,weight reduction",1646--1649,{Mycobacterium szulgai in a patient with advanced acquired immunodeficiency syndrome: An unusual pathogen with unusual multidrug resistance},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L44704478 http://dx.doi.org/10.1592/phco.26.11.1646 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=02770008{\&}id=doi:10.1592{\%}2Fphco.26.11.1646{\&}atitle=Mycobacterium+szulg,26,2006,11,"From Duplicate 2 (Mycobacterium szulgai in a patient with advanced acquired immunodeficiency syndrome: an unusual pathogen with unusual multidrug resistance - Kang-Birken, S L; Prichard, J G)



Kang-Birken, S Lena

Prichard, John G

Case Reports

Journal Article

United States

Pharmacotherapy. 2006 Nov;26(11):1646-9.",10.1592/phco.26.11.1646,10/27/06,eng,17064210,YES,Brooke,YES,Zach,Zach,Zach_2,yes
10125,MAYBE,Kapmaz2016,Article,NA,M Kapmaz and F Erdem and A Abulaila and E Yeniaras and O Oncul and Z Aktas,"2213-7173
2213-7165",Journal of Global Antimicrobial Resistance,"Bulgaria,Escherichia coli,Escherichia coli infection,IncA C plasmid,IncI2 plasmid,IncY plasmid,New Delhi metallo beta lactamase 1,Turkey (republic),aged,amikacin,amoxicillin plus clavulanic acid,antibiotic resistance,antibiotic sensitivity,antibiotic therapy,aspiration pneumonia,asymptomatic bacteriuria,bacterial gene,bacterium detection,bacterium isolate,beta lactamase,beta lactamase AmpC,beta lactamase CTX M 15,beta lactamase CTX M 9,beta lactamase SHV,beta lactamase TEM,case report,cefotaxime,ceftazidime,ceftriaxone,cefuroxime,clavulanic acid,colistin,cotrimoxazole,doripenem,driver,ertapenem,extended spectrum beta lactamase,female,fosfomycin,gentamicin,hospital discharge,hospital mortality,human,hydrolysis,imipenem,intensive care,letter,levofloxacin,meropenem,metallo beta lactamase,multilocus sequence typing,multiple organ failure,nitrofurantoin,nonhuman,ofloxacin,piperacillin plus tazobactam,plasmid,polymerase chain reaction,priority journal,replicon,respiratory distress,respiratory tract intubation,rmtC gene,septic shock,shock,tigecycline,tobramycin,unclassified drug,urinary catheter,very elderly",152--153,"{First detection of NDM-1 with CTX-M-9, TEM, SHV and rmtC in Escherichia coli ST471 carrying IncI2, A/C and Y plasmids from clinical isolates in Turkey}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L613115297 http://dx.doi.org/10.1016/j.jgar.2016.10.001 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=22137173{\&}id=doi:10.1016{\%}2Fj.jgar.2016.10.001{\&}atitle=First+detect,7,2016,NA,NA,NA,NA,NA,NA,MAYBE,Brooke,MAYBE,Erica,Erica,Zach_2,yes
10462,YES,Khan2015,Article,"characterization in routine diagnostic settings. Elizabethkingia is an eponym from its discoverer Elizabeth O. King. Earlier classified under CDC group IIa, Flavobacterium (1959) and Chryseobacterium (1994), it was assigned the genus Elizabethkingia under Flavobacteriaceae family in 2005 based on 16s rRNA phylogenetic studies.3 Few infections of E. meningoseptica have been reported from India. We report four cases of Elizabethkingia meningoseptica from an apex tertiary care setup.",I D Khan and M Lall and S Sen and S M Ninawe and P Chandola,0377-1237,Medical Journal Armed Forces India,"Elizabethkingia meningoseptica,Elizabethkingia meningoseptica infection,Gram negative infection,adult,amikacin,antibiotic agent,antibiotic sensitivity,article,bacterium isolation,beta lactamase AmpC,boronic acid,case report,cefoperazone plus sulbactam,cefotaxime,child,ciprofloxacin,clavulanic acid,clindamycin,cloxacillin,colistin,controlled study,cotrimoxazole,dipicolinic acid,erythromycin,female,human,imipenem,levofloxacin,linezolid,male,meropenem,metallo beta lactamase,metronidazole,middle aged,multidrug resistance,nonhuman,piperacillin plus tazobactam,school child,teicoplanin,tertiary health care,unclassified drug,vancomycin,young adult",282--286,{Multiresistant elizabethkingia meningoseptica infections in tertiary care},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L53083223 http://dx.doi.org/10.1016/j.mjafi.2014.02.002 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=03771237{\&}id=doi:10.1016{\%}2Fj.mjafi.2014.02.002{\&}atitle=Multiresist,71,2015,3,NA,NA,NA,NA,NA,YES,Melanie,NO,Erica,Zach,Zach_2,yes
10780,YES,Kline2016,Article,"In 2015, scientists reported the emergence of the plasmid-encoded mcr-1 gene conferring bacterial resistance to the antibiotic colistin (1), signaling potential emergence of a pandrug-resistant bacterium. In May 2016, mcr-1-positive Escherichia coli was first isolated from a specimen from a U.S. patient (2) when a Pennsylvania woman was evaluated for a urinary tract infection. The urine culture and subsequent testing identified the gene in an extended-spectrum beta-lactamase (ESBL)-producing E. coli with reduced susceptibility to colistin. The patient had no international travel for approximately 1 year, no livestock exposure, and a limited role in meal preparation with store-bought groceries; however, she had multiple and repeated admissions to four medical facilities during 2016.",K E Kline and J Shover and A J Kallen and D R Lonsway and S Watkins and J R Miller,0149-2195,MMWR Morb Mortal Wkly Rep,"Colistin/pharmacology,Drug Resistance, Bacterial/genetics,Escherichia coli Infections/*microbiology,Escherichia coli/drug effects/*genetics/*isolation,Female,Humans,Pennsylvania,Urinary Tract Infections/*microbiology",977--978,"{Investigation of First Identified mcr-1 Gene in an Isolate from a U.S. Patient - Pennsylvania, 2016}",NA,65,2016,36,"1545-861x

Kline, Kelly E

Shover, Jordan

Kallen, Alexander J

Lonsway, David R

Watkins, Sharon

Miller, Jeffrey R

Case Reports

Journal Article

United States

MMWR Morb Mortal Wkly Rep. 2016 Sep 16;65(36):977-8. doi: 10.15585/mmwr.mm6536e2.",10.15585/mmwr.mm6536e2,9/16/16,eng,27631164,YES,Jake,YES,Zach,Zach,Zach_2,yes
14001,YES,Minarini2007,Article,NA,L A Minarini and A C Gales and A L Darini,"0066-4804 (Print)

0066-4804",Antimicrob Agents Chemother,"Brazil,Cefotaxime/*pharmacology,DNA, Bacterial/chemistry/genetics,Drug Resistance, Multiple, Bacterial/genetics,Electrophoresis, Gel, Pulsed-Field,Enterobacter cloacae/*drug effects/genetics,Enterobacteriaceae Infections/microbiology,Humans,Molecular Sequence Data,Outpatients,Plasmids/*genetics,Quinolones/*pharmacology,Sequence Analysis, DNA",401--402,{First report of plasmid-mediated resistance to quinolones and cefotaxime in an Enterobacter cloacae strain isolated from an outpatient in Brazil},NA,51,2007,1,"Minarini, Luciene A R

Gales, Ana C

Darini, Ana Lucia C

Letter

Research Support, Non-U.S. Gov't

United States

Antimicrob Agents Chemother. 2007 Jan;51(1):401-2. Epub 2006 Oct 23.",10.1128/aac.00935-06,10/25/06,eng,17060528,MAYBE,Melanie,YES,Zach,Zach,Zach_2,yes
14044,MAYBE,Mirsaeidi2015,Article,NA,M Mirsaeidi and P Farnia and R Sadikot and P R Hsueh and S Aliberti,"2314-6141
2314-6133",BioMed Research International,"antibiotic therapy,asymptomatic infection,atypical Mycobacterium,bacteriology,bronchiectasis,chronic lung disease,clinical feature,diagnostic error,editorial,genetic susceptibility,human,incidence,lung disease,lung fibrosis,molecular diagnosis,morbidity,mortality,multidrug resistant tuberculosis,mycobacteriology,patient care,tuberculosis",NA,"{Nontuberculous Mycobacteria: Epidemiologic, Mycobacteriologic, and Clinical Aspects}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L605026515 http://dx.doi.org/10.1155/2015/523697 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=23146141{\&}id=doi:10.1155{\%}2F2015{\%}2F523697{\&}atitle=Nontuberculous+Mycobacte,2015,2015,NA,NA,NA,NA,NA,NA,MAYBE,Melanie,NO,Brooke,Mushtaq,Zach_2,yes
14089,YES,Mitra2012,Article,"We report a case of a patient suffering from multidrug-resistant pulmonary tuberculosis (MDR-PTB) who later developed an invasive infection of the respiratory tract with a rapidly growing non-tuberculous mycobacteria (NTM), recently identified as Mycobacterium massiliense, closely related to M. abscessus. To the best of our knowledge, this is the first case of M. massiliense infection being reported from India.",S Mitra and S R Tapadar and D Banerjee and S Bhattacharjee and S Dey and S Kundu,"0377-9343 (Print)

0377-9343",Indian J Chest Dis Allied Sci,",*Drug Resistance,Antitubercular Agents/pharmacology/therapeutic use,Female,Humans,Microbial,Middle Aged,Multidrug-Resistant/microbiology,Mycobacterium Infections,Mycobacterium tuberculosis,Mycobacterium tuberculosis/*drug effects,Nontuberculous Mycobacteria/drug effects/*isolatio,Nontuberculous/drug ther,Pulmonary/drug therapy/*microbiology,Sputum/microbiology,Tuberculosis,antibiotic resistance,article,atypical Mycobacterium,atypical mycobacteriosis,case report,drug effect,female,human,isolation and purification,lung tuberculosis,microbiology,middle aged,multidrug resistant tuberculosis,sputum,tuberculostatic agent",53--57,{Pulmonary disease due to Mycobacterium massiliense},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L365670958 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=03779343{\&}id=doi:{\&}atitle=Pulmonary+disease+due+to+Mycobacterium+massiliense.{\&}stitle=Indian+J+Chest+Dis+Allied+,54,2012,1,"From Duplicate 1 (Pulmonary disease due to Mycobacterium massiliense - Mitra, S; Tapadar, S R; Banerjee, D; Bhattacharjee, S; Dey, S; Kundu, S)



Mitra, Subhra

Tapadar, S Roy

Banerjee, D

Bhattacharjee, S

Dey, Sunanda

Kundu, S

Case Reports

Journal Article

India

Indian J Chest Dis Allied Sci. 2012 Jan-Mar;54(1):53-7.",NA,7/12/12,eng,22779125,MAYBE,Brooke,NO,Mushtaq,Zach,Zach_2,yes
14299,YES,Moodley2015,Article,"Multidrug resistant organisms such as vancomycin-resistant Enterococci (VRE) are an increasing threat to healthcare worldwide. This organism has been detected worldwide in adult and paediatric patients since the first description in 1986, with the first laboratory detection in South Africa in 1993. VRE were isolated, identified and their antimicrobial susceptibility profiles determined using the Vitek 2 system, from February-November 2013. Vancomycin MIC's were determined using the Etest method. Isolates were screened for the vanA/B/C genes with conventional PCR. Positive isolates were compared using pulsedfield gel electrophoresis (PFGE). Two patients with blood stream infections (BSI) cultured VRE, two days apart, in February 2013, at Red Cross War Memorial Children's Hospital. This was the first incidence of VRE at this facility and indicated the possibility of an outbreak. Active surveillance and heightened infection control were instituted to limit spread. 29 patients were subsequently screened for colonization with VRE, of which 2 were positive. In September and November 2013, 2 additional VRE were obtained from two patients with BSI's. Screening Results of 26 patients revealed 6 colonized patients. PCR Results indicated that all the VRE isolated possessed the vanA gene, which confers high-level resistance to glycopepetides. PFGE Results indicated a high level of genetic diversity between all the isolates. The initial 2 isolates shared high levels of genetic relatedness (92.5{\%}), indicating likely patient-to-patient transmission of the same clone. A second isolate from patient 2 shared 97.9{\%} homology with the isolate from patient 3. Two isolates from patient 4 had low homology with each other (61.1{\%}) and very low homology with other strains tested. Five of the screening isolates shared high levels of relatedness (?90{\%}) indicating possible spread during the outbreak. An outbreak of VRE in a paediatric hospital was detected. Increased infection control practices limited further infections, but low level spread was detected in colonized patients.",C Moodley and H Lochan and D Rip and C Bamford and M Hendricks and A Davidson and B Eley,1015-8782,Southern African Journal of Epidemiology and Infection,"South Africa,adult,antibiotic sensitivity,bloodstream infection,clone,epsilometer test,gel electrophoresis,gene,genetic variability,health care,human,infection,infection control,laboratory,minimum inhibitory concentration,organisms,patient,pediatric hospital,red cross,screening,vancomycin,vancomycin resistant Enterococcus,war",148,{Emergence of vancomycin resistant Enterococci at a tertiary paediatric hospital},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L72215047 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10158782{\&}id=doi:{\&}atitle=Emergence+of+vancomycin+resistant+Enterococci+at+a+tertiary+paediatric+hospital{\&}stitle,30,2015,3,NA,NA,NA,NA,NA,MAYBE,Melanie,YES,Erica,Erica,Zach_2,yes
15337,YES,ODriscoll2015,Article,An outbreak of linezolid-resistant vancomycin-resistant Enterococcus faecium (LRVREfm) occurred in the hepatology ward of a tertiary referral hospital in Ireland between February and September 2014. LRVREfm was isolated from 15 patients; pulsed-field gel electrophoresis confirmed spread of a single clone. This is the first report of an outbreak of linezolid-resistant vancomycin-resistant enterococcus in Ireland.,C O'Driscoll and V Murphy and O Doyle and C Wrenn and A Flynn and N O'Flaherty and L E Fenelon and K Schaffer and S F FitzGerald,0195-6701,J Hosp Infect,"*Disease Outbreaks,Anti-Bacterial Agents/*pharmacology,Cross Infection/*epidemiology/microbiology,Drug Resistance, Bacterial,Electrophoresis, Gel, Pulsed-Field,Enterococcus faecium/classification/*drug effects/,Gram-Positive Bacterial Infections/*epidemiology/m,Humans,Ireland/epidemiology,Linezolid-resistant vancomycin-resistant Enterococ,Linezolid/*pharmacology,Molecular Epidemiology,Molecular Typing,Outbreak,Tertiary Care Centers,Vancomycin-Resistant Enterococci/*drug effects/iso,Vancomycin-resistant enterococci,purification",367--370,"{First outbreak of linezolid-resistant vancomycin-resistant Enterococcus faecium in an Irish hospital, February to September 2014}",NA,91,2015,4,"1532-2939

O'Driscoll, C

Murphy, V

Doyle, O

Wrenn, C

Flynn, A

O'Flaherty, N

Fenelon, L E

Schaffer, K

FitzGerald, S F

Journal Article

England

J Hosp Infect. 2015 Dec;91(4):367-70. doi: 10.1016/j.jhin.2015.09.006. Epub 2015 Oct 3.",10.1016/j.jhin.2015.09.006,11/2/15,eng,26520594,YES,Cale,YES,Zach,Zach,Zach_2,yes
15476,MAYBE,Olaitan2016,Article,"Colistin is currently regarded as one of the 'last-resort' antibiotics used for the treatment of critical infections caused by multidrug-resistant Gram-negative pathogens. There have been numerous reports of the emergence of colistin resistance in patients, most of whom had previously received colistin therapy or with acquisition via nosocomial transmission. However, there are also ample reports of colistin resistance in humans who have not received the drug previously or without nosocomial transmission. We have also observed a similar occurrence in our study involving colistin resistance from several countries along with a similar phenomenon being reported by researchers. The observation of colistin resistance in humans without prior colistin exposure is of particularly great clinical importance and concern because of the current importance of colistin in clinical medicine. Colistin use and colistin-resistant bacteria in animals have been recently reported, suggesting that animals could also be a source of transmission of colistin-resistant bacteria to humans. This is a real worry and calls for clinicians to be aware and vigilant of this phenomenon and of the possibility of independent resistance to colistin in some patients.",A O Olaitan and S Morand and J M Rolain,0924-8579,Int J Antimicrob Agents,"*Drug Resistance, Bacterial,Animals,Anti-Bacterial Agents/*pharmacology,Cationic antimicrobial peptides,Colistin/*pharmacology,Enterobacteriaceae,Gram-Negative Bacteria/*drug effects/*isolation {\&},Gram-Negative Bacterial,Humans,Infections/*epidemiology/*microbiology/transmissio,Prevalence,Veterinary",1--3,{Emergence of colistin-resistant bacteria in humans without colistin usage: a new worry and cause for vigilance},NA,47,2016,1,"1872-7913

Olaitan, Abiola Olumuyiwa

Morand, Serge

Rolain, Jean-Marc

Editorial

Research Support, Non-U.S. Gov't

Netherlands

Int J Antimicrob Agents. 2016 Jan;47(1):1-3. doi: 10.1016/j.ijantimicag.2015.11.009. Epub 2015 Dec 12.",10.1016/j.ijantimicag.2015.11.009,12/30/15,eng,26712133,MAYBE,Melanie,NO,Mushtaq,Ayomide,Zach_2,yes
17215,MAYBE,Ramazanzadeh2006,Article,"The aim of this study was to determine the prevalence of drug-resistant tuberculosis (TB) and its associated risk factors. The susceptibilities of Mycobacterium tuberculosis isolates were tested against four first-line antituberculous drugs and were typed by spoligotyping. Spoligotyping of M. tuberculosis strains resulted in 95 different patterns that were divided into three evolutionary groups (1-3). Eighty-six (90{\%}) of the isolates had unique patterns that were reported for the first time. Interestingly, 9.4{\%} of the strains belonged to the Beijing family. Multidrug resistance (MDR) was seen in group 1 of the evolutionary scenario. All M. tuberculosis isolates belonging to the Beijing family were associated with a resistance pattern. MDR was much higher in bacteria isolated from Afghan TB patients residing in Iran.",R Ramazanzadeh and P Farnia and N Amirmozafari and F Ghazi and Z Ghadertotonchi and J Kamran and F Mohammadi and M Mirsaedi and M Masjedi,"0009-3157 (Print)
0009-3157",Chemotherapy,"Adult,Afghanistan/epidemiology,Anti-Bacterial Agents/therapeutic use,Antibiotics, Antitubercular/therapeutic use,Drug Resistance, Multiple, Bacterial/*drug effects,Ethambutol/therapeutic use,Genotype,Humans,Iran/epidemiology,Isoniazid/therapeutic use,Microbial Sensitivity Tests,Middle Aged,Molecular Epidemiology,Mycobacterium tuberculosis/*drug effects/genetics/,Prevalence,Rifampin/therapeutic use,Risk Factors,Streptomycin/therapeutic use,Tuberculosis, Multidrug-Resistant/*drug,therapy/*epidemiology/genetics/microbiology",316--320,"{Comparison between molecular epidemiology, geographical regions and drug resistance in Mycobacterium tuberculosis strains isolated from Iranian and Afghan patients}",NA,52,2006,6,"Ramazanzadeh, Rashid
Farnia, Parissa
Amirmozafari, Nour
Ghazi, Farideh
Ghadertotonchi, Zeinab
Kamran, Jaber
Mohammadi, Frouzan
Mirsaedi, Mehdi
Masjedi, Mohammadreza
Comparative Study
Journal Article
Switzerland
Chemotherapy. 2006;52(6):316-20. Epub 2006 Sep 27.",10.1159/000095971,9/30/06,eng,17008783,MAYBE,Cale,MAYBE,Allison,Allison,Zach_2,yes
