STUDY_ID,INCLUDE,X1,bibtype,abstract,author,isbn,journal,keywords,pages,title,url,volume,year,number,annote,doi,edition,language,pmid,ROUND1INC,ROUND1REV,ROUND2INC,ROUND2REV,REVIEWERS,FT_REV,DOWNLOADED,REASON,NOTES
5252,MAYBE,Dimitrov2009,Article,"Blood isolates of Salmonella enterica serovar Typhi from two recently returned Bangladeshi patients in Kuwait were ciprofloxacin resistant, with ciprofloxacin MICs of 12 mg/liter for both isolates. Both isolates had three novel gyrA mutations (55-Leu--{\textgreater}Trp, 87-Asp--{\textgreater}Ala, and 106-Gln--{\textgreater}Arg) and three novel parC mutations (84-Glu--{\textgreater}Lys, 106-Trp--{\textgreater}Gly, and 128-Tyr--{\textgreater}Asp).",T Dimitrov and A A Dashti and O Albaksami and E E Udo and M M Jadaon and M J Albert,0095-1137,J Clin Microbiol,",*Drug Resistance,*Mutation,Adult,Amino Acid Substitution/genetics,Anti-Bacterial Agents/*pharmacology,Bacterial,Bacterial Proteins/genetics,Bacterial/chemistry/genetics,Blood/microbiology,Child,Ciprofloxacin/*pharmacology,DNA,DNA Gyrase/*genetics,DNA Topoisomerase IV/*genetics,DNA topoisomerase (ATP hydrolysing) A,Humans,Kuwait,Male,Microbial Sensitivity Tests,Missense,Molecular Sequence Data,Preschool,Salmonella enterica,Salmonella enterica serovar Typhi,Salmonella typhi/*drug effects/genetics/isolation,Sequence Analysis,Typhoid Fever/*microbiology,adult,alanine,antibiotic resistance,arginine,article,aspartic acid,bacterium isolate,case report,ceftriaxone,child,ciprofloxacin,controlled study,gene mutation,glutamic acid,glutamine,glycine,human,leucine,lysine,male,minimum inhibitory concentration,nonhuman,preschool child,priority journal,protein ParC,tryptophan,typhoid fever,tyrosine",208--211,{Ciprofloxacin-resistant Salmonella enterica serovar typhi from Kuwait with novel mutations in gyrA and parC genes},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L354122143 http://dx.doi.org/10.1128/JCM.01161-08 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=00951137{\&}id=doi:10.1128{\%}2FJCM.01161-08{\&}atitle=Ciprofloxacin-resistant+,47,2009,1,"From Duplicate 2 (Ciprofloxacin-resistant Salmonella enterica serovar typhi from Kuwait with novel mutations in gyrA and parC genes - Dimitrov, T; Dashti, A A; Albaksami, O; Udo, E E; Jadaon, M M; Albert, M J)

1098-660x
Dimitrov, Tzonyo
Dashti, Ali A
Albaksami, Ossama
Udo, Edet E
Jadaon, Mehrez M
Albert, M John
Case Reports
Journal Article
United States
J Clin Microbiol. 2009 Jan;47(1):208-11. doi: 10.1128/JCM.01161-08. Epub 2008 Oct 29.",10.1128/jcm.01161-08,10/31/2008,eng,18971360,MAYBE,Cale,MAYBE,Zach,Zach,Zach,yes,,
5264,YES,Dinaker2014,Article,"Septic cavernous sinus thrombosis is a rare clinical condition. Although Staphylococcus aureus is the most common pathogen causing septic cavernous sinus thrombosis [CST], it is an uncommon cause of meningitis. We report the first case of CST with meningitis in Hyderabad, Andhra Pradesh, caused by community acquired epidemic strain of Methicillin resistant staphylococcus aureus [MRSA], in a previously healthy individual with no risk factors. The patient recovered completely following treatment with Vancomycin. We consecutively reviewed all cases of community acquired staphylococcus aureus [CA-MRSA] with central nervous system involvement available in literature.",M Dinaker and C Sharabu and S R Kattula and V Kommalapati,"0004-5772 (Print)
0004-5772",J Assoc Physicians India,"*Methicillin-Resistant Staphylococcus aureus,Adolescent,Basal Ganglia Cerebrovascular Disease/diagnosis/dr,Brain/pathology,Cavernous Sinus Thrombosis/*diagnosis/drug therapy,Cerebral Infarction/diagnosis/drug therapy,Community-Acquired Infections/*diagnosis/drug ther,Drug Therapy, Combination,Female,Follow-Up Studies,Humans,Magnetic Resonance Imaging,Meningitis, Bacterial/*diagnosis/drug therapy,Rifampin/therapeutic use,Staphylococcal Infections/*diagnosis/drug therapy",436--438,{A case of cavernous sinus thrombosis with meningitis caused by community acquired methicillin resistant Staphylococcus aureus},NA,62,2014,5,"Dinaker, Manjunath
Sharabu, Chandrahasa
Kattula, Sri Rama Surya Tez
Kommalapati, Varun
Case Reports
Journal Article
India
J Assoc Physicians India. 2014 May;62(5):436-8.",NA,12/3/2014,eng,25438497,YES,Allison,NO,Mushtaq,Ayomide,Zach,no,could not get full-text access through Emory,
5755,MAYBE,ElGarch2011a,Article,"A carbapenem-resistant Pseudomonas aeruginosa strain (PA41437) susceptible to expanded-spectrum cephalosporins was recovered from several consecutive lower-respiratory-tract specimens of a patient who developed a ventilator-associated pneumonia while hospitalized in an intensive care unit. Cloning experiments identified OXA-198, a new class D $\beta$-lactamase which was weakly related (less than 45{\%} amino acid identity) to other class D $\beta$-lactamases. Expression in Escherichia coli TOP10 and in P. aeruginosa PAO1 led to transformants that were resistant to ticarcillin and showed reduced susceptibility to carbapenems and cefepime. The blaOXA-198 gene was harbored by a class 1 integron carried by a ca. 46-kb nontypeable plasmid. This study describes a novel class D $\beta$-lactamase involved in carbapenem resistance in P. aeruginosa. Copyright {\textcopyright} 2011, American Society for Microbiology. All Rights Reserved.",F {El Garch} and P Bogaerts and C Bebrone and M Galleni and Y Glupczynski,"0066-4804
1098-6596",Antimicrobial Agents and Chemotherapy,"Escherichia coli,Pseudomonas aeruginosa,antibiotic resistance,antibiotic sensitivity,article,bacterial enzyme,bacterial strain,beta lactamase,beta lactamase OXA 198,carbapenem,cefepime,human,integron,molecular cloning,nonhuman,plasmid,priority journal,protein analysis,protein expression,ticarcillin,unclassified drug",4828--4833,"{OXA-198, an acquired carbapenem-hydrolyzing class D $\beta$-lactamase from Pseudomonas aeruginosa}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L362565989 http://dx.doi.org/10.1128/AAC.00522-11 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=00664804{\&}id=doi:10.1128{\%}2FAAC.00522-11{\&}atitle=OXA-198{\%}2C+an+acquired+c,55,2011,10,NA,NA,NA,NA,NA,MAYBE,Brooke,MAYBE,Erica,Erica,Zach,yes,,
5919,MAYBE,Erkens-Hulshof2014,Article,"Background: Although the presence of Carbapenemase-producing Enterobacteriaceae (CPE) are extensively documented in North and South America. CPE have not been reported from Curacao. However, recently intercontinental spread was suggested of a KPC carbapenemase producing Klebsiella pneumoniae in a patient in the United Kingdom with previous admission to a hospital in Curacao in 2009.Findings: After the introduction of the CLSI 2010 revised breakpoints, seven patients with carbapenemase-producing Enterobacteriaceae were found in a general hospital in Curacao over a period of 16 months. Four patients carried KPC-2 positive Klebsiella pneumoniae, ST11. Two patients carried KPC-3 positive Klebsiella pneumoniae ST258 and one patient carried a KPC-3 positive Citrobacter freundii. Furthermore, our Klebsiella pneumoniae KPC-2 ST11 strain was matched to the Klebsiella pneumoniae KPC-2 ST11 strain in the United Kingdom.Conclusions: Introduction of new laboratory methods, and adoption of new guidelines and breakpoints led to the first detection of CPE in Curacao. By matching our Klebsiella pneumoniae KPC-2 ST11 strain to a Klebsiella pneumoniae KPC-2 ST11 strain in the United Kingdom, we suggest that carbapenemase-producing Enterobacteriaceae are probably more prevalent in Curacao than previously recognized.",S Erkens-Hulshof and L Virginia-Cova and W {van Dijk} and J Severin and N Woodford and W Melchers and P Sturm,2047-2994,Antimicrobial Resistance and Infection Control,"Citrobacter freundii,Curacao,Klebsiella pneumoniae,adolescent,adult,aged,article,bacterial strain,bacterium detection,carbapenemase producing Enterobacteriaceae,clinical article,general hospital,human,male,middle aged,nonhuman",NA,{The occurrence of Enterobacteriaceae producing KPC carbapenemases in a general hospital in Curacao},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L600192347 http://dx.doi.org/10.1186/2047-2994-3-24 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=20472994{\&}id=doi:10.1186{\%}2F2047-2994-3-24{\&}atitle=The+occurrence+of+En,3,2014,1,NA,NA,NA,NA,NA,YES,Brooke,MAYBE,Mushtaq,Mushtaq,Zach,yes,,
5934,YES,EscobarPerez2013,Article,"Six multiresistant, NDM-1-producing Klebsiella pneumoniae strains were recovered from an outbreak that affected six neonatal patients in a Colombian hospital. Molecular analysis showed that all of the isolates harbored the blaNDM-1, qnrA, and intI1 genes and were clonally related. Multilocus sequence typing showed that the isolates belonged to a new sequence type (ST1043) that was different from the sequence types that had previously been reported. This is the first report of NDM-1-producing isolates in South America.",J A {Escobar Perez} and N M {Olarte Escobar} and B Castro-Cardozo and I A {Valderrama Marquez} and M I {Garzon Aguilar} and L {Martinez de la Barrera} and E R {Barrero Barreto} and R A Marquez-Ortiz and M V {Moncada Guayazan} and N {Vanegas Gomez},0066-4804,Antimicrob Agents Chemother,"Anti-Bacterial Agents/pharmacology/therapeutic use,Colombia,Drug Resistance, Multiple, Bacterial/genetics/phys,Female,Humans,Infant, Newborn,Klebsiella Infections/*microbiology,Klebsiella pneumoniae/drug effects/*enzymology/*pa,Male,beta-Lactamases/genetics/*metabolism",1957--1960,{Outbreak of NDM-1-producing Klebsiella pneumoniae in a neonatal unit in Colombia},NA,57,2013,4,"1098-6596
Escobar Perez, Javier Antonio
Olarte Escobar, Narda Maria
Castro-Cardozo, Betsy
Valderrama Marquez, Ismael Alberto
Garzon Aguilar, Martha Isabel
Martinez de la Barrera, Leslie
Barrero Barreto, Esther Rocio
Marquez-Ortiz, Ricaurte Alejandro
Moncada Guayazan, Maria Victoria
Vanegas Gomez, Natasha
Journal Article
Research Support, Non-U.S. Gov't
United States
Antimicrob Agents Chemother. 2013 Apr;57(4):1957-60. doi: 10.1128/AAC.01447-12. Epub 2013 Jan 28.",10.1128/aac.01447-12,1/30/2013,eng,23357776,YES,Cale,YES,Erica,Erica,Zach,yes,,
6050,MAYBE,Fairfax2011,Article,NA,M R Fairfax and A M Queenan and P R Lephart and K S Kaye and M Dror and N Arnous and T T Salimnia and R A Mitchell and G Alangaden and H Salimnia,"0732-8893
1879-0070",Diagnostic Microbiology and Infectious Disease,"Serratia marcescens,United States,abscess,adult,amikacin,amoxicillin plus clavulanic acid,ampicillin,antibiotic resistance,antibiotic sensitivity,aztreonam,bacterial gene,bacterium detection,bacterium identification,bacterium isolate,carbapenemase,case report,cefazolin,cefepime,cefotaxime,cefotetan,cefoxitin,ceftazidime,ceftriaxone,cefuroxime,ciprofloxacin,controlled study,cotrimoxazole,ertapenem,gentamicin,human,imipenem,letter,male,meropenem,minimum inhibitory concentration,nonhuman,nucleotide sequence,piperacillin plus tazobactam,pneumonia,priority journal,sultamicillin,tobramycin",325--326,{Detection of 2 SME-1 carbapenemase-producing Serratia marcescens in Detroit},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L51571666 http://dx.doi.org/10.1016/j.diagmicrobio.2011.06.007 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=07328893{\&}id=doi:10.1016{\%}2Fj.diagmicrobio.2011.06.007{\&}atit,71,2011,3,NA,NA,NA,NA,NA,MAYBE,Cale,MAYBE,Erica,Erica,Zach,yes,,
6289,YES,Fernandes2016a,Article,"A colistin-resistant Escherichia coli strain was recovered from a patient with a diabetic foot infection in Brazil. Whole-genome analysis revealed that the E. coli isolate belonged to the widespread sequence type (ST) 101 and harbored the mcr-1 gene on an IncX4 plasmid that was highly similar to mcr-1-bearing IncX4 plasmids that were recently identified in Enterobacteriaceae from food, animal, and human samples recovered on different continents. These results suggest that self-transmissible IncX4-type plasmids may represent promiscuous plasmids contributing to the intercontinental spread of the mcr-1 gene.",M R Fernandes and J A McCulloch and M A Vianello and Q Moura and P J Pérez-Chaparro and F Esposito and L Sartori and M Dropa and M H Matté and D P A Lira and E M Mamizuka and N Lincopan,"1098-6596
0066-4804",Antimicrobial Agents and Chemotherapy,"Brazil,Citrobacter freundii,Escherichia coli,Escherichia coli infection,Klebsiella pneumoniae,amikacin,antibiotic resistance,article,aztreonam,bacterial gene,bacterium isolate,cefepime,cefotaxime,ceftazidime,cefuroxime,ciprofloxacin,colistin,colistin resistant Escherichia coli,cotrimoxazole,diabetic foot,ertapenem,gene insertion sequence,genome analysis,gentamicin,human,imipenem,levofloxacin,mcr 1 gene,meropenem,piperacillin plus tazobactam,plasmid,priority journal,pulsed field gel electrophoresis,streptomycin,sultamicillin,tigecycline,tobramycin,whole genome analysis",6415--6417,{First report of the globally disseminated IncX4 plasmid carrying the mcr-1 gene in a colistin-resistant Escherichia coli sequence type 101 isolate from a human infection in Brazil},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L612903586 http://dx.doi.org/10.1128/AAC.01325-16 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10986596{\&}id=doi:10.1128{\%}2FAAC.01325-16{\&}atitle=First+report+of+the+glob,60,2016,10,NA,NA,NA,NA,NA,YES,Cale,YES,Brooke,Brooke,Zach,yes,,
7069,YES,Gaudreau2016,Article,NA,C Gaudreau and P A Pilon and G Cornut and X Marchand-Senecal and S Bekal,"1080-6059
1080-6040",Emerging Infectious Diseases,"Canada,Human immunodeficiency virus infection,Neisseria gonorrhoeae,Shigella flexneri,abdominal pain,adult,amoxicillin plus clavulanic acid,ampicillin,anilingus,antibiotic sensitivity,azithromycin,case report,cefixime,ceftriaxone,chloramphenicol,ciprofloxacin,cotrimoxazole,diarrhea,ertapenem,fatigue,gentamicin,highly active antiretroviral therapy,human,letter,male,middle aged,nalidixic acid,polymerase chain reaction,pulsed field gel electrophoresis,shigellosis,tetracycline,virus load",2016--2018,"{Shigella flexneri with ciprofloxacin resistance and reduced azithromycin susceptibility, Canada, 2015}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L612894350 http://dx.doi.org/10.3201/eid2211.160883 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10806059{\&}id=doi:10.3201{\%}2Feid2211.160883{\&}atitle=Shigella+flexneri+wi,22,2016,11,NA,NA,NA,NA,NA,MAYBE,Erica,YES,Zach,Zach,Zach,yes,,
7587,MAYBE,Gotting2015,Article,"Introduction: Although the prevalence of carbapenemase-producing Acinetobacter baumannii (CP-AB) in Germany is still low an increasing number of outbreaks has been reported in recent years. In August 2014 we observed a cluster of 4 patients with CP-AB (OXA-23) on our surgical intensive care unit (SICU). Objectives: After excluding an environmental source we performed epidemiological analyses to gain insight into the spread of CP-AB in our university hospital. Methods: To characterize the CP-AB isolates molecular typing using amplified fragment length polymorphism was conducted. A genotypic comparison with strains collected in 2013 and the first half of 2014 was carried out. All new patient isolates of CP-AB were genotyped prospectively. Results: Molecular typing revealed that 3 out of the 4 SICU-isolates were genotypically identical. Although temporally and locally coinciding, the 4th isolate of the patient cluster did not match.This 4th strain however was identical to a strain previously identified in a patient from the neurological department in July 2014. A physical link between these two patients could not be identified. Even more surprisingly, another isolate of CB-AB from a neurosurgical patient isolated in September 2014 was found to be identical with the three isolates of the SICU cluster, despite the absence of detectable temporal or local link to the SICU. Conclusion: Isolates of CP-AB from six patients fell into two clusters of two and four strains, respectively. In this case patient transfer within the hospital cannot explain these unexpected genotypical relationships between isolates from three departments. Transmission of CP-AB may have occurred in the context of consultants' visits or when patients were temporarily moved to a diagnostic unit such as endoscopy or radiology. In the context of clusters of CP-AB isolated from several patients, genotyping provides the opportunity to follow the movement of these highly resistant bacteria within a hospital. Surprising genotyping results should engender efforts to analyse the pathways of transmission.",T Götting and W Ebner and D Jonas and A Serr and G Häcker and M Dettenkofer,2047-2994,Antimicrobial Resistance and Infection Control,"Acinetobacter baumannii,Germany,amplified fragment length polymorphism,bacterium,carbapenemase,consultation,diagnosis,endoscopy,genotype,hospital,human,infection control,intensive care unit,molecular typing,neurosurgery,patient,patient transport,prevalence,prevention,radiology,university hospital",NA,{Carbapenemase-producing Acinetobacter baumannii in a surgical intensive care unit-take time for tracking},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L72039077 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=20472994{\&}id=doi:{\&}atitle=Carbapenemase-producing+Acinetobacter+baumannii+in+a+surgical+intensive+care+unit-take,4,2015,NA,NA,NA,NA,NA,NA,MAYBE,Cale,NO,Brooke,Allison,Zach,yes,,
7611,MAYBE,Govind2013,Article,"Carbapenem-resistant Enterobacteriaceae have been increasingly reported throughout the world. The first South African report of a New Delhi metallo-beta-lactamase was from Gauteng in August 2011. Despite maintaining a high degree of vigilance, the first such case was seen in KwaZulu-Natal almost a year later. Other cases have been unable to confirm a definite link to any other affected areas; this is the first case in South Africa showing this direct epidemiological link.",C N Govind and K Moodley and A K Peer and N Pillay and C Wallis and C Maske and R Viana and A Chetty and O Perovic,0256-9574,South African Medical Journal,"Enterobacter cloacae,New Delhi metallo beta lactamase 1,adult,antibiotic sensitivity,article,carbapenemase,case report,colistin,female,fosfomycin,human,metallo beta lactamase,microscopy,minimum inhibitory concentration,real time polymerase chain reaction,tigecycline,unclassified drug,urinalysis",476--478,{NDM-1 imported from India - First reported case in South Africa},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L369200221 http://dx.doi.org/10.7196/SAMJ.6593 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=02569574{\&}id=doi:10.7196{\%}2FSAMJ.6593{\&}atitle=NDM-1+imported+from+India+-+Fi,103,2013,7,NA,NA,NA,NA,NA,YES,Brooke,MAYBE,Mushtaq,Mushtaq,Zach,yes,,
7871,YES,Guillot2012,Article,"A macrolide antimicrobial drug was administered to a newborn with cough. On day 23 of hospitalization, macrolide-resistant Bordetella pertussis was isolated from nasopharyngeal aspirates. DNA sequencing and PCR- restriction fragment length polymorphism showed a 2047 A-to-G mutation in the 3 copies of the 23S rRNA gene. Monitoring for macrolide resistance is essential in infants {\textless}6 months of age.",S Guillot and G Descours and Y Gillet and J Etienne and D Floret and N Guiso,"1080-6040
1080-6059",Emerging Infectious Diseases,"Bordetella pertussis,France,RNA 23S,Staphylococcus aureus,allele,antibiotic resistance,article,azithromycin,bacterial virulence,bacterium isolation,bradycardia,case report,clarithromycin,cotrimoxazole,coughing,erythromycin,exchange blood transfusion,female,gene mutation,gene sequence,genotyping technique,human,leukocytosis,macrolide,nasopharyngeal aspiration,newborn,oxygen consumption,pertussis,polymerase chain reaction,positive end expiratory pressure,pulsed field gel electrophoresis,restriction fragment length polymorphism",966--968,"{Macrolide-resistant bordetella pertussis infection in newborn girl, France}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L364837789 http://dx.doi.org/10.3201/eid1806.120091 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10806040{\&}id=doi:10.3201{\%}2Feid1806.120091{\&}atitle=Macrolide-resistant+,18,2012,6,NA,NA,NA,NA,NA,YES,Brooke,YES,Ayomide,Ayomide,Zach,yes,,
8015,MAYBE,Habeenzu2007,Article,"BACKGROUND: Data on prevalence of tuberculosis (TB) and multidrug-resistant tuberculosis (MDR-TB) in Zambian prisons are lacking. METHODS: Between January 2000 and July 2001, a case-finding study was performed in 13 Zambian prisons for pulmonary TB. Prisoners were administered a questionnaire to obtain demographic information. Information regarding housing density and diet was also collected. Three consecutive first morning sputum specimens were cultured for Mycobacterium tuberculosis. Antimicrobial resistance testing was performed by the resistance ratio method. RESULTS: A total of 1080 prisoners were recruited: 1055 were males and 25 females. Sputum from 245 (22.7{\%}) prisoners yielded M. tuberculosis, including 168 (15.6{\%}) with smear-positive disease. Based on a total prison population of 6118, the minimal prevalence of TB was 4.0{\%}. There was a linear relationship between the proportion of prisoners evaluated and the prevalence of TB (R(2) = 0.9366) across facilities, suggesting that the true prevalence of TB may approach 15-20{\%}. Resistance to at least one anti-tuberculosis drug was detected for 40 (23.8{\%}) isolates, while MDR-TB was identified for 16 (9.5{\%}) isolates. CONCLUSION: There is a high rate of pulmonary TB in Zambian prisons, with significant rates of drug resistance and MDR-TB, highlighting the need for active surveillance and treatment programs.",C Habeenzu and S Mitarai and D Lubasi and V Mudenda and T Kantenga and J Mwansa and J N Maslow,1027-3719,Int J Tuberc Lung Dis,",*Prisons,Adolescent,Adult,Antitubercular Agents/*pharmacology,Female,Humans,Male,Middle Aged,Multidrug-Resistant/*diagnosis/*epid,Mycobacterium tuberculosis,Prevalence,Pulmonary/*diagnosis/*epidemiology,Tuberculosis,Zambia/epidemiology,adult,antibiotic resistance,antiinfective agent,article,controlled study,diet,female,health care facility,human,human tissue,incidence,information processing,lung tuberculosis,major clinical study,male,multidrug resistance,oral biopsy,patient information,prevalence,priority journal,prison,questionnaire,sputum analysis,tuberculostatic agent",1216--1220,"{Tuberculosis and multidrug resistance in Zambian prisons, 2000-2001}",http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L350146303 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=10273719{\&}id=doi:{\&}atitle=Tuberculosis+and+multidrug+resistance+in+Zambian+prisons{\%}2C+2000-2001{\&}stitle=Int.+J.+,11,2007,11,"From Duplicate 1 (Tuberculosis and multidrug resistance in Zambian prisons, 2000-2001 - Habeenzu, C; Mitarai, S; Lubasi, D; Mudenda, V; Kantenga, T; Mwansa, J; Maslow, J N)

Habeenzu, C
Mitarai, S
Lubasi, D
Mudenda, V
Kantenga, T
Mwansa, J
Maslow, J N
5 U01 AI32783/AI/NIAID NIH HHS/United States
AI450008/AI/NIAID NIH HHS/United States
Journal Article
Research Support, N.I.H., Extramural
France
Int J Tuberc Lung Dis. 2007 Nov;11(11):1216-20.",NA,10/26/2007,eng,17958984,MAYBE,Cale,MAYBE,Nchedo,Nchedo,Zach,yes,,
8181,YES,Hamprecht2013,Article,"OBJECTIVES: To characterize the mechanisms involved in reduced susceptibility to carbapenems in two Enterobacter cloacae clinical isolates. METHODS: Two E. cloacae isolates recovered from different regions in Germany and showing reduced susceptibility to carbapenems were analysed. Susceptibility testing, conjugation, transformation assays, plasmid analysis, sequencing and molecular typing using rep-PCR were performed. RESULTS: The two clinical isolates carried the bla(GIM-1) gene and showed resistance to ertapenem, with variable MIC values of imipenem and meropenem. The isolates were clonally unrelated. The bla(GIM-1) gene was located on self-transferable and non-typeable plasmids. Both isolates harboured distinct plasmids and integron structures containing the bla(GIM-1) gene cassette. Interestingly, one of the two plasmids was able to replicate in Pseudomonas aeruginosa, demonstrating its broad host range. CONCLUSIONS: This is the first identification in E. cloacae of the bla(GIM-1) gene, which is responsible for reduced susceptibility to carbapenems. We showed that this gene, previously identified in P. aeruginosa, was located in a different genetic background in E. cloacae. The bla(GIM-1) gene might spread quite efficiently in Enterobacteriaceae and P. aeruginosa, as it is difficult to detect and in addition is located on conjugative plasmids.",A Hamprecht and L Poirel and S Gottig and H Seifert and M Kaase and P Nordmann,0305-7453,J Antimicrob Chemother,"*beta-Lactam Resistance,Aged,Anti-Bacterial Agents/*pharmacology,Bacterial Proteins/*genetics,Carbapenems/*pharmacology,Conjugation, Genetic,Enterobacter cloacae/drug effects/*enzymology/gene,Enterobacteriaceae Infections/microbiology,Germany,Humans,Male,Microbial Sensitivity Tests,Molecular Typing,Plasmids/analysis,Polymerase Chain Reaction,Pseudomonas aeruginosa/genetics,Sequence Analysis, DNA,Transformation, Genetic,beta-Lactamases/*genetics",558--561,{Detection of the carbapenemase GIM-1 in Enterobacter cloacae in Germany},NA,68,2013,3,"1460-2091
Hamprecht, Axel
Poirel, Laurent
Gottig, Stephan
Seifert, Harald
Kaase, Martin
Nordmann, Patrice
Case Reports
Journal Article
Research Support, Non-U.S. Gov't
England
J Antimicrob Chemother. 2013 Mar;68(3):558-61. doi: 10.1093/jac/dks447. Epub 2012 Nov 14.",10.1093/jac/dks447,11/16/2012,eng,23152484,YES,Brooke,YES,Erica,Erica,Zach,yes,,
8618,YES,Higuchi2010,Article,"Community-acquired methicillin-resistant Staphylococcus aureus (CA-MRSA), which often produces Panton-Valentine leucocidin (PVL), has emerged worldwide as a life-threatening pathogen. Herein, we describe molecular characteristics of MRSA isolated from abdominal cellulitis in a 7-year-old Japanese boy. This MRSA was PVL-positive and belonged to the Taiwanese multiple drug-resistant CA-MRSA clone with the genotype of ST59, staphylococcal cassette chromosome mec (SCCmec) VII (SCCmecV, according to recent reclassification), agr1a (a novel agr1 subtype), and SaPI (which carried seb1, a newly designated variant seb gene). This study demonstrates the first isolation of the Taiwanese PVL-positive ST59 MRSA clone in Japan. The data also demonstrate novel subtypes in agr1 and seb and suggest that a combination of agr1a, seb1, and PVL could contribute to cellulitis (and its recurrence). Recently, a variety of PVL-positive MRSA clones are accumulating in Japan. {\textcopyright} 2010 Japanese Society of Chemotherapy and The Japanese Association for Infectious Diseases.",W Higuchi and W C Hung and T Takano and Y Iwao and K Ozaki and H Isobe and L J Teng and T Shimazaki and A Honda and M Higashide and H Hanaki and T Yamamoto,1341-321X,Journal of Infection and Chemotherapy,"Japanese (people),Panton Valentine leukocidin,Taiwan,abdomen,agr1 protein,agr1a protein,ampicillin,antibiotic sensitivity,article,bacterial protein,bacterium isolation,biapenem,case report,cefazolin,cefdinir,cefotaxime,cefotiam,cefoxitin,cefpirome,cellulitis,child,clone,flomoxef,gene cassette,genotype,gentamicin,habekacin,human,imipenem,kanamycin,latamoxef,linezolid,macrolide,male,mec protein,meropenem,methicillin resistant Staphylococcus aureus,methicillin resistant Staphylococcus aureus infect,multidrug resistance,nonhuman,nucleotide sequence,oxacillin,panipenem,quinoline derived antiinfective agent,school child,seb1 protein,streptomycin,teicoplanin,unclassified drug,unindexed drug,vancomycin",144--149,{Molecular characteristics of the Taiwanese multiple drug-resistant ST59 clone of Panton-Valentine leucocidin-positive community-acquired methicillin-resistant Staphylococcus aureus from pediatric cellulitis},http://www.embase.com/search/results?subaction=viewrecord{\&}from=export{\&}id=L50793883 http://dx.doi.org/10.1007/s10156-010-0029-9 http://rd8hp6du2b.search.serialssolutions.com?sid=EMBASE{\&}issn=1341321X{\&}id=doi:10.1007{\%}2Fs10156-010-0029-9{\&}atitle=Molecular+chara,16,2010,2,NA,NA,NA,NA,NA,MAYBE,Brooke,YES,Nchedo,Nchedo,Zach,yes,,
8825,YES,Hong2016,Article,NA,D J Hong and K H Kim and J O Kim and J S Hong and S H Jeong and K Lee,2234-3806,Ann Lab Med,"Aged,Anti-Bacterial Agents/pharmacology/therapeutic use,Bacteremia/blood/*diagnosis/microbiology,C-Reactive Protein/analysis,Cholecystitis/blood/cerebrospinal fluid/microbiolo,Electrophoresis, Gel, Pulsed-Field,Enterococcus faecium/drug effects/isolation {\&} puri,Humans,Male,Microbial Sensitivity Tests,Microscopy, Electron, Scanning,Ochrobactrum/drug effects/isolation {\&} purification,RNA, Ribosomal, 16S/analysis/genetics/metabolism,Sequence Analysis, DNA,Spectrometry, Mass, Matrix-Assisted Laser Desorpti",278--280,{First Case Report of Human Infection With Ochrobactrum tritici Causing Bacteremia and Cholecystitis},NA,36,2016,3,"2234-3814
Hong, Duck Jin
Kim, Keon Han
Kim, Jung Ok
Hong, Jun Sung
Jeong, Seok Hoon
Lee, Kyungwon
Case Reports
Letter
Research Support, Non-U.S. Gov't
Korea (South)
Ann Lab Med. 2016 May;36(3):278-80. doi: 10.3343/alm.2016.36.3.278.",10.3343/alm.2016.36.3.278,2/27/2016,eng,26915622,YES,Brooke,YES,Zach,Zach,Zach,yes,,
